,Rule,K,Enzyme,EC Numbers,EC_Number_firstdigit,reac_id,reac_name,reac_meta_name,reac_meta_value,reac_meta_name_list,Km,Kcat,Gibbs,SMILES
1395,YML082W,K01739,cystathionine gamma-synthase ,2.5.1.48,2,SHSL4r,O succinylhomoserine lyase  elimination   reversible,nh4_c,1,Ammonium,,,11.853362,[H][N+]([H])([H])[H]
1396,YML082W,K01739,cystathionine gamma-synthase ,2.5.1.48,2,SHSL4r,O succinylhomoserine lyase  elimination   reversible,2obut_c,1,2-Oxobutanoate,,,-60.026466,CCC(=O)C([O-])=O
1397,YML086C,K00107,"D-arabinono-1,4-lactone oxidase ",1.1.3.37,1,ARAB14LO,D arabinono 1 4 lactone oxidase,h2o2_c,1,Hydrogen peroxide,,,-11.457759,[H]OO[H]
1398,YML086C,K00107,"D-arabinono-1,4-lactone oxidase ",1.1.3.37,1,ARAB14LO,D arabinono 1 4 lactone oxidase,ertascb__D_c,1,D erythro Ascorbate C5H6O5,,,-128.96327,C(O)[C@@H]1(C(\O)=C(C(=O)O1)\O)
1399,YML086C,K00107,"D-arabinono-1,4-lactone oxidase ",1.1.3.37,1,ARAB14LO,D arabinono 1 4 lactone oxidase,Dara14lac_c,-1,D Arabinono 1 4 lactone C5H8O5,,,-97.19104,OC[C@H]1OC(=O)[C@@H](O)[C@@H]1O
1400,YML126C,K01641,hydroxymethylglutaryl-CoA synthase ,2.3.3.10,2,HMGCOASm,Hydroxymethylglutaryl CoA synthase  mitochondrial,hmgcoa_m,-1,Hydroxymethylglutaryl CoA C27H39N7O20P3S,,,-572.5568,CC(O)(CC([O-])=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12
1401,YML126C,K01641,hydroxymethylglutaryl-CoA synthase ,2.3.3.10,2,HMGCOAS,Hydroxymethylglutaryl CoA synthase,hmgcoa_c,-1,Hydroxymethylglutaryl CoA C27H39N7O20P3S,,,-572.5568,CC(O)(CC([O-])=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12
1402,YML126C,K01641,hydroxymethylglutaryl-CoA synthase ,2.3.3.10,2,HMGCOASm,Hydroxymethylglutaryl CoA synthase  mitochondrial,coa_m,-1,Coenzyme A,,,-493.56613,CC(C)(COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12)[C@@H](O)C(=O)NCCC(=O)NCCS
1403,YML126C,K01641,hydroxymethylglutaryl-CoA synthase ,2.3.3.10,2,HMGCOASm,Hydroxymethylglutaryl CoA synthase  mitochondrial,accoa_m,1,Acetyl-CoA,0.016,,-506.8639,CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12
1404,YML126C,K01641,hydroxymethylglutaryl-CoA synthase ,2.3.3.10,2,HMGCOAS,Hydroxymethylglutaryl CoA synthase,accoa_c,1,Acetyl-CoA,0.016,,-506.8639,CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12
1405,YML126C,K01641,hydroxymethylglutaryl-CoA synthase ,2.3.3.10,2,HMGCOASm,Hydroxymethylglutaryl CoA synthase  mitochondrial,aacoa_m,1,Acetoacetyl-CoA,0.001675,,-513.1016,CC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12
1406,YML126C,K01641,hydroxymethylglutaryl-CoA synthase ,2.3.3.10,2,HMGCOAS,Hydroxymethylglutaryl CoA synthase,aacoa_c,1,Acetoacetyl-CoA,0.001675,,-513.1016,CC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12
1407,YMR013C,K00902,dolichol kinase ,2.7.1.108,2,DOLK,Dolichol kinase,dolp_c,1,Dolichol phosphate C15H27O4P,,,NA,CC(C)=CCC/C(C)=C/CCC(C)CCOP(=O)(O)O
1408,YMR013C,K00902,dolichol kinase ,2.7.1.108,2,DOLK,Dolichol kinase,dolichol_c,-1,Dolichol C15H28O,,,1736.658,CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(CCO)C
1409,YMR013C,K00902,dolichol kinase ,2.7.1.108,2,DOLK,Dolichol kinase,cdp_c,1,CDP C9H12N3O11P2,,,-455.70514,Nc1ccn([C@@H]2O[C@H](COP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]2O)c(=O)n1
1410,YMR020W,K13367,polyamine oxidase ,1.5.3.17,1,POLYAO3,Poylamine oxidase,sprm_c,-1,Spermine C10H30N4,0.118,39,318.74066,[NH3+]CCC[NH2+]CCCC[NH2+]CCC[NH3+]
1411,YMR020W,K13367,polyamine oxidase ,1.5.3.17,1,POLYAO3,Poylamine oxidase,spmd_c,1,Spermidine,,,227.9461,[NH3+]CCCC[NH2+]CCC[NH3+]
1412,YMR020W,K13367,polyamine oxidase ,1.5.3.17,1,POLYAO2,Poylamine oxidase,N1sprm_c,-1,N1 Acetylspermine,0.011,15.1,301.5962,CC(=O)NCCC[NH2+]CCCC[NH2+]CCC[NH3+]
1413,YMR020W,K13367,polyamine oxidase ,1.5.3.17,1,POLYAO,Polyamine oxidase,N1aspmd_c,-1,N1-Acetylspermidine,,,210.17755,CC(=O)NCCC[NH2+]CCCC[NH3+]
1414,YMR020W,K13367,polyamine oxidase ,1.5.3.17,1,POLYAO2,Poylamine oxidase,N1aspmd_c,1,N1-Acetylspermidine,,,210.17755,CC(=O)NCCC[NH2+]CCCC[NH3+]
1415,YMR020W,K13367,polyamine oxidase ,1.5.3.17,1,POLYAO,Polyamine oxidase,h2o2_c,1,Hydrogen peroxide,,,-11.457759,[H]OO[H]
1416,YMR020W,K13367,polyamine oxidase ,1.5.3.17,1,POLYAO2,Poylamine oxidase,h2o2_c,1,Hydrogen peroxide,,,-11.457759,[H]OO[H]
1417,YMR020W,K13367,polyamine oxidase ,1.5.3.17,1,POLYAO3,Poylamine oxidase,h2o2_c,1,Hydrogen peroxide,,,-11.457759,[H]OO[H]
1418,YMR020W,K13367,polyamine oxidase ,1.5.3.17,1,POLYAO,Polyamine oxidase,aprut_c,1,N Acetylputrescine,,,118.13475,CC(=O)NCCCC[NH3+]
1419,YMR020W,K13367,polyamine oxidase ,1.5.3.17,1,POLYAO,Polyamine oxidase,aproa_c,1,Aminopropanal,,,48.446907,C(=O)CC[NH3+]
1420,YMR020W,K13367,polyamine oxidase ,1.5.3.17,1,POLYAO2,Poylamine oxidase,aproa_c,1,Aminopropanal,,,49.446907,C(=O)CC[NH3+]
1421,YMR020W,K13367,polyamine oxidase ,1.5.3.17,1,POLYAO3,Poylamine oxidase,aproa_c,1,Aminopropanal,,,50.446907,C(=O)CC[NH3+]
1422,YMR062C,K00620,glutamate N-acetyltransferase / amino-acid N-acetyltransferase ,2.3.1.35 2.3.1.1,2,ORNTACim,Ornithine transacetylase  irreversible  mitochondrial,orn_m,1,Ornithine,,,47.5525,[NH3+]CCC[C@H]([NH3+])C([O-])=O
1423,YMR062C,K00620,glutamate N-acetyltransferase / amino-acid N-acetyltransferase ,2.3.1.35 2.3.1.1,2,ORNTACim,Ornithine transacetylase  irreversible  mitochondrial,glu__L_m,-1,L-Glutamate,7.2,,-82.27311,[NH3+][C@@H](CCC([O-])=O)C([O-])=O
1424,YMR062C,K00620,glutamate N-acetyltransferase / amino-acid N-acetyltransferase ,2.3.1.35 2.3.1.1,2,ORNTACim,Ornithine transacetylase  irreversible  mitochondrial,acorn_m,-1,N2-Acetyl-L-ornithine,2.8,,28.535677,CC(=O)N[C@@H](CCC[NH3+])C([O-])=O
1425,YMR062C,K00620,glutamate N-acetyltransferase / amino-acid N-acetyltransferase ,2.3.1.35 2.3.1.1,2,ORNTACim,Ornithine transacetylase  irreversible  mitochondrial,acglu_m,1,N-Acetyl-L-glutamate,17.1,,-102.53814,CC(=O)N[C@@H](CCC([O-])=O)C([O-])=O
1426,YMR083W,K13953,"alcohol dehydrogenase, propanol-preferring ",1.1.1.1,1,ALCD25xim,Aldehyde dehydrogenase  2 phenylethanol  NAD   mitochondrial,pacald_m,-1,Phenylacetaldehyde,,,84.98897,[H]C(=O)Cc1ccccc1
1427,YMR083W,K13953,"alcohol dehydrogenase, propanol-preferring ",1.1.1.1,1,ALCD26xim,Aldehyde dehydrogenase  tryptophol  NAD   mitochondrial,ind3eth_m,1,Indole 3 ethanol C10H11NO,,,110.50333,OCCc1c[nH]c2ccccc12
1428,YMR083W,K13953,"alcohol dehydrogenase, propanol-preferring ",1.1.1.1,1,ALCD26xim,Aldehyde dehydrogenase  tryptophol  NAD   mitochondrial,id3acald_m,-1,Indole 3 acetaldehyde C10H9NO,,,99.44109,[H]C(=O)Cc1c[nH]c2ccccc12
1429,YMR083W,K13953,"alcohol dehydrogenase, propanol-preferring ",1.1.1.1,1,ALCD23xim,Aldehyde dehydrogenase  isobutyl alcohol  NAD   mitochondrial,ibutoh_m,1,Isobutyl alcohol C4H10O,,,60.611206,CC(C)CO
1430,YMR083W,K13953,"alcohol dehydrogenase, propanol-preferring ",1.1.1.1,1,ALCD24xim,Aldehyde dehydrogenase  isoamyl alcohol  NAD   mitochondrial,iamoh_m,1,Isoamyl alcohol C5H12O,,,82.773445,CC(C)CCO
1431,YMR083W,K13953,"alcohol dehydrogenase, propanol-preferring ",1.1.1.1,1,ALCD2irm,Alcohol dehydrogenase  reverse rxn  acetaldehyde   ethanol   mitochondrial,etoh_m,1,Ethanol,9.973,403.175,18.186724,CCO
1432,YMR083W,K13953,"alcohol dehydrogenase, propanol-preferring ",1.1.1.1,1,ALCD2irm,Alcohol dehydrogenase  reverse rxn  acetaldehyde   ethanol   mitochondrial,acald_m,-1,Acetaldehyde,1.525,,7.6844816,[H]C(C)=O
1433,YMR083W,K13953,"alcohol dehydrogenase, propanol-preferring ",1.1.1.1,1,ALCD24xim,Aldehyde dehydrogenase  isoamyl alcohol  NAD   mitochondrial,3mbald_m,-1,3 Methylbutal C5H10O,,,71.711205,CC(C)CC=O
1434,YMR083W,K13953,"alcohol dehydrogenase, propanol-preferring ",1.1.1.1,1,ALCD25xim,Aldehyde dehydrogenase  2 phenylethanol  NAD   mitochondrial,2phetoh_m,1,2 phenylethanol C8H10O,,,96.05121,OCCc1ccccc1
1435,YMR083W,K13953,"alcohol dehydrogenase, propanol-preferring ",1.1.1.1,1,ALCD23xim,Aldehyde dehydrogenase  isobutyl alcohol  NAD   mitochondrial,2mppal_m,-1,2 methylpropal C4H8O,,,49.54897,[H]C(=O)C(C)C
1436,YMR083W,K13953,"alcohol dehydrogenase, propanol-preferring ",1.1.1.1,1,ALCD22xim,Aldehyde dehydrogenase  2 methylbutanol  NAD   mitochondrial,2mbtoh_m,1,2 methyl 1 butanol C5H12O,,,82.773445,CCC(C)CO
1437,YMR083W,K13953,"alcohol dehydrogenase, propanol-preferring ",1.1.1.1,1,ALCD22xim,Aldehyde dehydrogenase  2 methylbutanol  NAD   mitochondrial,2mbald_m,-1,2 methylbutyraldehyde C5H10O,,,71.711205,[H]C(=O)C(C)CC
1438,YMR202W,K09829,C-8 sterol isomerase ,5.-.-.-,5,C8STI,C 8 sterol isomerase,fecost_c,-1,Fecosterol C28H46O,,,517.8116,[H][C@@]1(CC[C@@]2([H])C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C[C@]1([H])CC3)[C@H](C)CCC(=C)C(C)C
1439,YMR202W,K09829,C-8 sterol isomerase ,5.-.-.-,5,C8STI,C 8 sterol isomerase,epist_c,1,Episterol C28H46O,,,508.9916,[H][C@@]1(CC[C@@]2([H])C3=CC[C@@]4([H])C[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCC(=C)C(C)C
1440,YMR207C,K11262,acetyl-CoA carboxylase / biotin carboxylase 1 ,6.4.1.2 6.3.4.14 2.1.3.15,6,ACCOACrm,Acetyl Coa carboxylase  mitochondrial,malcoa_m,1,Malonyl CoA C24H33N7O19P3S,,,-597.77356,CC(C)(COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CC([O-])=O
1441,YMR207C,K11262,acetyl-CoA carboxylase / biotin carboxylase 1 ,6.4.1.2 6.3.4.14 2.1.3.15,6,ACCOACrm,Acetyl Coa carboxylase  mitochondrial,hco3_m,-1,Bicarbote,,,-79.557755,OC([O-])=O
1442,YMR207C,K11262,acetyl-CoA carboxylase / biotin carboxylase 1 ,6.4.1.2 6.3.4.14 2.1.3.15,6,ACCOACrm,Acetyl Coa carboxylase  mitochondrial,atp_m,-1,ATP C10H12N5O13P3,,,-553.6995,C(OP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@H]3(O[C@@H](N1(C2(\C(\N=C/1)=C(N)/N=C\N=2)))[C@H](O)[C@H](O)3)
1443,YMR207C,K11262,acetyl-CoA carboxylase / biotin carboxylase 1 ,6.4.1.2 6.3.4.14 2.1.3.15,6,ACCOACrm,Acetyl Coa carboxylase  mitochondrial,adp_m,1,ADP C10H12N5O10P2,,,-344.92508,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O
1444,YMR207C,K11262,acetyl-CoA carboxylase / biotin carboxylase 1 ,6.4.1.2 6.3.4.14 2.1.3.15,6,ACCOACrm,Acetyl Coa carboxylase  mitochondrial,accoa_m,-1,Acetyl-CoA,,,-506.8639,CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12
1445,YMR208W,K00869,mevalonate kinase ,2.7.1.36,2,MEVK4,Mevalonate kinase  utp ,utp_c,-1,UTP,,,-618.39075,C(OP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@H]2(O[C@@H](N1(\C=C/C(=O)NC1=O))[C@H](O)[C@H](O)2)
1446,YMR208W,K00869,mevalonate kinase ,2.7.1.36,2,MEVK1,Mevalonate kinase  atp ,mev__R_c,-1, R  Mevalote C6H11O4,,,-45.099743,C[C@@](O)(CCO)CC([O-])=O
1447,YMR208W,K00869,mevalonate kinase ,2.7.1.36,2,MEVK2,Mevalonate kinase  ctp ,mev__R_c,-1, R  Mevalote C6H11O4,,,-45.099743,C[C@@](O)(CCO)CC([O-])=O
1448,YMR208W,K00869,mevalonate kinase ,2.7.1.36,2,MEVK3,Mevalonate kinase  gtp ,mev__R_c,-1, R  Mevalote C6H11O4,,,-45.099743,C[C@@](O)(CCO)CC([O-])=O
1449,YMR208W,K00869,mevalonate kinase ,2.7.1.36,2,MEVK4,Mevalonate kinase  utp ,mev__R_c,-1, R  Mevalote C6H11O4,,,-45.099743,C[C@@](O)(CCO)CC([O-])=O
1450,YMR208W,K00869,mevalonate kinase ,2.7.1.36,2,MEVK2,Mevalonate kinase  ctp ,cdp_c,1,CDP C9H12N3O11P2,,,-455.70514,Nc1ccn([C@@H]2O[C@H](COP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]2O)c(=O)n1
1451,YMR208W,K00869,mevalonate kinase ,2.7.1.36,2,MEVK1,Mevalonate kinase  atp ,5pmev_c,1, R  5 Phosphomevalote C6H10O7P,,,-270.3673,C[C@@](O)(CCOP([O-])([O-])=O)CC([O-])=O
1452,YMR208W,K00869,mevalonate kinase ,2.7.1.36,2,MEVK2,Mevalonate kinase  ctp ,5pmev_c,1, R  5 Phosphomevalote C6H10O7P,,,-270.3673,C[C@@](O)(CCOP([O-])([O-])=O)CC([O-])=O
1453,YMR208W,K00869,mevalonate kinase ,2.7.1.36,2,MEVK3,Mevalonate kinase  gtp ,5pmev_c,1, R  5 Phosphomevalote C6H10O7P,,,-270.3673,C[C@@](O)(CCOP([O-])([O-])=O)CC([O-])=O
1454,YMR208W,K00869,mevalonate kinase ,2.7.1.36,2,MEVK4,Mevalonate kinase  utp ,5pmev_c,1, R  5 Phosphomevalote C6H10O7P,,,-270.3673,C[C@@](O)(CCOP([O-])([O-])=O)CC([O-])=O
1455,YMR217W,K01951,GMP synthase (glutamine-hydrolysing) ,6.3.5.2,6,GMPS2,GMP synthase,xmp_c,-1,xmp,,,-291.6249,C(OP(=O)([O-])[O-])[C@H]3(O[C@@H](N1(C2(/NC(=O)NC(=O)C(\N=C/1)=2)))[C@H](O)[C@H](O)3)
1456,YMR217W,K01951,GMP synthase (glutamine-hydrolysing) ,6.3.5.2,6,GMPS2,GMP synthase,glu__L_c,1,L-Glutamate,5.3,,-82.27311,[NH3+][C@@H](CCC([O-])=O)C([O-])=O
1457,YMR217W,K01951,GMP synthase (glutamine-hydrolysing) ,6.3.5.2,6,GMPS2,GMP synthase,gln__L_c,-1,L-Glutamine,5.3,,-23.488802,NC(=O)CC[C@H]([NH3+])C([O-])=O
1458,YMR220W,K00938,phosphomevalonate kinase ,2.7.4.2,2,PMEVK,Phosphomevalonate kinase,5pmev_c,-1, R  5 Phosphomevalote C6H10O7P,0.885,,-270.3673,C[C@@](O)(CCOP([O-])([O-])=O)CC([O-])=O
1459,YMR220W,K00938,phosphomevalonate kinase ,2.7.4.2,2,PMEVK,Phosphomevalonate kinase,5dpmev_c,1, R  5 Diphosphomevalote C6H10O10P2,,,-480.55176,C[C@@](O)(CCOP([O-])(=O)OP([O-])([O-])=O)CC([O-])=O
1460,YMR226C,K16066,3-hydroxy acid dehydrogenase / malonic semialdehyde reductase ,1.1.1.381 1.1.1.-,1,LSERDHr,L-serine dehydrogenase,ser__L_c,-1,L-serine,71,,-50.2021,C(O)[C@H]([NH3+])C(=O)[O-]
1461,YMR226C,K16066,3-hydroxy acid dehydrogenase / malonic semialdehyde reductase ,1.1.1.381 1.1.1.-,1,ATHRDHr,L-allo-threonine dehydrogenase,athr__L_c,-1,L-Allo-threonine,3,43.8,-31.8999,C[C@H](O)[C@H]([NH3+])C([O-])=O
1462,YMR226C,K16066,3-hydroxy acid dehydrogenase / malonic semialdehyde reductase ,1.1.1.381 1.1.1.-,1,ATHRDHr,L-allo-threonine dehydrogenase,2aobut_c,1,L-2-Amino-3-oxobutanoate,,,-44.42216,CC(=O)[C@H]([NH3+])C([O-])=O
1463,YMR226C,K16066,3-hydroxy acid dehydrogenase / malonic semialdehyde reductase ,1.1.1.381 1.1.1.-,1,LSERDHr,L-serine dehydrogenase,2amsa_c,1,2-Aminomalote semialdehyde,,,-63.3144,[H]C(=O)[C@H]([NH3+])C([O-])=O
1464,YMR250W,K01580,glutamate decarboxylase ,4.1.1.15,4,GLUDC,Glutamate Decarboxylase,glu__L_c,-1,L-Glutamate,11.4,0.537,-82.27311,[NH3+][C@@H](CCC([O-])=O)C([O-])=O
1465,YMR250W,K01580,glutamate decarboxylase ,4.1.1.15,4,GLUDC,Glutamate Decarboxylase,4abut_c,1,4-Aminobutanoate,,,7.95009,[NH3+]CCCC([O-])=O
1466,YMR267W,K01507,inorganic pyrophosphatase ,3.6.1.1,3,PPAm,Inorganic diphosphatase,ppi_m,-1,Diphosphate,,,-473.4674,OP([O-])(=O)OP([O-])([O-])=O
1467,YMR272C,K19703,4-hydroxysphinganine ceramide fatty acyl 2-hydroxylase ,1.14.18.6,1,CERS326,Ceramide 3 synthase  26C ,cer3_26_c,1,Ceramide 3  Phytosphingosinen C260OH  C44H89NO5,,,NA,NA
1468,YMR272C,K19703,4-hydroxysphinganine ceramide fatty acyl 2-hydroxylase ,1.14.18.6,1,CERS324,Ceramide 3 synthase  24C ,cer3_24_c,1,Ceramide 3  Phytosphingosinen C240OH  C42H85NO5,,,NA,NA
1469,YMR272C,K19703,4-hydroxysphinganine ceramide fatty acyl 2-hydroxylase ,1.14.18.6,1,CERH126_copy2,Ceramide 1 hydroxylase  26C ,cer2_26_c,1,Ceramide 2  Phytosphingosinen C260  C44H89NO4,,,826.9297,CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO)[C@@H]([C@H](O)CCCCCCCCCCCCCC)O
1470,YMR272C,K19703,4-hydroxysphinganine ceramide fatty acyl 2-hydroxylase ,1.14.18.6,1,CERS326,Ceramide 3 synthase  26C ,cer2_26_c,-1,Ceramide 2  Phytosphingosinen C260  C44H89NO4,,,826.9297,CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO)[C@@H]([C@H](O)CCCCCCCCCCCCCC)O
1471,YMR272C,K19703,4-hydroxysphinganine ceramide fatty acyl 2-hydroxylase ,1.14.18.6,1,CERH124_copy2,Ceramide 1 hydroxylase  24C ,cer2_24_c,1,Ceramide 2  Phytosphingosinen C240  C42H85NO4,,,782.6053,CCCCCCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO)[C@@H]([C@H](O)CCCCCCCCCCCCCC)O
1472,YMR272C,K19703,4-hydroxysphinganine ceramide fatty acyl 2-hydroxylase ,1.14.18.6,1,CERS324,Ceramide 3 synthase  24C ,cer2_24_c,-1,Ceramide 2  Phytosphingosinen C240  C42H85NO4,,,782.6053,CCCCCCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO)[C@@H]([C@H](O)CCCCCCCCCCCCCC)O
1473,YMR272C,K19703,4-hydroxysphinganine ceramide fatty acyl 2-hydroxylase ,1.14.18.6,1,CERH126_copy2,Ceramide 1 hydroxylase  26C ,cer1_26_c,-1,Ceramide 1  Sphinganinen C260  C44H89NO3,,,864.96967,CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO)[C@H](O)CCCCCCCCCCCCCCC
1474,YMR272C,K19703,4-hydroxysphinganine ceramide fatty acyl 2-hydroxylase ,1.14.18.6,1,CERH124_copy2,Ceramide 1 hydroxylase  24C ,cer1_24_c,-1,Ceramide 1  Sphinganinen C240  C42H85NO3,,,820.64526,CCCCCCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO)[C@H](O)CCCCCCCCCCCCCCC
1475,YMR289W,K02619,4-amino-4-deoxychorismate lyase ,4.1.3.38,4,ADCL,4-aminobenzoate synthase,pyr_c,1,pyruvate,,,-82.398705,CC(=O)C(=O)[O-]
1476,YMR289W,K02619,4-amino-4-deoxychorismate lyase ,4.1.3.38,4,ADCL,4-aminobenzoate synthase,4adcho_c,-1,4-amino-4-deoxychorismate,,,-38.720848,[NH3+][C@@H]1C=CC(=C[C@H]1OC(=C)C([O-])=O)C([O-])=O
1477,YMR289W,K02619,4-amino-4-deoxychorismate lyase ,4.1.3.38,4,ADCL,4-aminobenzoate synthase,4abz_c,1,4-Aminobenzoate,,,12.324662,Nc1ccc(cc1)C([O-])=O
1478,YMR300C,K00764,amidophosphoribosyltransferase ,2.4.2.14,2,GLUPRT,Glutamine phosphoribosyldiphosphate amidotransferase,prpp_c,-1,5-Phospho-alpha-D-ribose 1-diphosphate,,,-740.25256,O[C@H]1[C@@H](O)[C@@H](OP([O-])(=O)OP([O-])([O-])=O)O[C@@H]1COP([O-])([O-])=O
1479,YMR300C,K00764,amidophosphoribosyltransferase ,2.4.2.14,2,GLUPRT,Glutamine phosphoribosyldiphosphate amidotransferase,pram_c,1,5-Phospho-beta-D-ribosylamine,,,-246.19975,[NH3+][C@@H]1O[C@H](COP([O-])([O-])=O)[C@@H](O)[C@H]1O
1480,YMR300C,K00764,amidophosphoribosyltransferase ,2.4.2.14,2,GLUPRT,Glutamine phosphoribosyldiphosphate amidotransferase,glu__L_c,1,L-Glutamate,,,-82.27311,[NH3+][C@@H](CCC([O-])=O)C([O-])=O
1481,YMR300C,K00764,amidophosphoribosyltransferase ,2.4.2.14,2,GLUPRT,Glutamine phosphoribosyldiphosphate amidotransferase,gln__L_c,-1,L-Glutamine,,,-23.488802,NC(=O)CC[C@H]([NH3+])C([O-])=O
1482,YMR303C,K13953,"alcohol dehydrogenase, propanol-preferring ",1.1.1.1,1,ALCD2x_copy1,Alcohol dehydrogenase (ethanol),etoh_c,-1,Ethanol,9.973,403.175,18.186724,CCO
1483,YMR303C,K13953,"alcohol dehydrogenase, propanol-preferring ",1.1.1.1,1,ALCD2x_copy1,Alcohol dehydrogenase (ethanol),acald_c,1,Acetaldehyde,1.525,,7.6844816,[H]C(C)=O
1484,YMR319C,K19792,low-affinity ferrous iron transport protein ,,,FE2t,Iron  II  transport,fe2_e,-1,Fe2+ mitochondria,,,-20.098238,[Fe++]
1485,YNL003C,K15111,"solute carrier family 25 (mitochondrial S-adenosylmethionine transporter), member 26 ",,,AMETtm,S Adenosyl L methionine reversible transport  mitochondrial,amet_m,1,S-Adenosyl-L-methionine,,,124.03472,C[S+](CC[C@H]([NH3+])C([O-])=O)C[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(N)ncnc12
1486,YNL003C,K15111,"solute carrier family 25 (mitochondrial S-adenosylmethionine transporter), member 26 ",,,AMETtm,S Adenosyl L methionine reversible transport  mitochondrial,amet_c,-1,S-Adenosyl-L-methionine,,,124.03472,C[S+](CC[C@H]([NH3+])C([O-])=O)C[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(N)ncnc12
1487,YNL009W,K00031,isocitrate dehydrogenase ,1.1.1.42,1,ICDHyp,Isocitrate dehydrogenase  NADP ,icit_x,-1,Isocitrate,0.0941,,-227.75293,OC(C(CC([O-])=O)C([O-])=O)C([O-])=O
1488,YNL009W,K00031,isocitrate dehydrogenase ,1.1.1.42,1,ICDHyp,Isocitrate dehydrogenase  NADP ,co2_x,1,CO2 CO2,,,-92.26,O=C=O
1489,YNL009W,K00031,isocitrate dehydrogenase ,1.1.1.42,1,ICDHyp,Isocitrate dehydrogenase  NADP ,akg_x,1,2-Oxoglutarate,1.06,,-149.76376,[O-]C(=O)CCC(=O)C([O-])=O
1490,YNL073W,K04567,"lysyl-tRNA synthetase, class II ",6.1.1.6,6,LYSTRSm,Lysyl tRNA synthetase  mitochondrial,trnalys_m,-1,,,,NA,NA
1491,YNL073W,K04567,"lysyl-tRNA synthetase, class II ",6.1.1.6,6,LYSTRSm,Lysyl tRNA synthetase  mitochondrial,ppi_m,1,Diphosphate,,,-473.4674,OP([O-])(=O)OP([O-])([O-])=O
1492,YNL073W,K04567,"lysyl-tRNA synthetase, class II ",6.1.1.6,6,LYSTRSm,Lysyl tRNA synthetase  mitochondrial,lystrna_m,1,,,,NA,NA
1493,YNL073W,K04567,"lysyl-tRNA synthetase, class II ",6.1.1.6,6,LYSTRSm,Lysyl tRNA synthetase  mitochondrial,lys__L_m,-1,L-Lysine,,,69.714745,[NH3+]CCCC[C@H]([NH3+])C([O-])=O
