Unnamed: 0,Rule,K,Enzyme,EC Numbers,EC_Number_firstdigit,reac_id,reac_name,meta_name,reac_meta_value,meta_name_long,Gibbs,smiles
5576,b3825,K01048,lysophospholipase ,3.1.1.5,3,LPLIPAL2ATE180,"Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoethanolamine, n-C18:0)",g3pe_c,1,Sn-Glycero-3-phosphoethanolamine,-187.89435,NCCOP(=O)(O)OC[C@@H](O)CO
5577,b3825,K01048,lysophospholipase ,3.1.1.5,3,LPLIPAL2ATE180,"Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoethanolamine, n-C18:0)",pg180_c,-1,"Phosphatidylglycerol (dioctadecanoyl, n-C18:0)",415.49985,[H][C@](O)(CO)COP([O-])(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC
5578,b3825,K01048,lysophospholipase ,3.1.1.5,3,LPLIPAL2ATE141,"Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoethanolamine, n-C14:1)",2agpe141_c,-1,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:1),62.962566,CCCCCC/C=C/CCCCCC(=O)O[C@H](CO)COP(OCC[NH3+])([O-])=O
5579,b3825,K01048,lysophospholipase ,3.1.1.5,3,LPLIPAL2ATE141,"Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoethanolamine, n-C14:1)",apg141_c,1,Acyl phosphatidylglycerol (n-C14:1),NA,NA
5580,b3825,K01048,lysophospholipase ,3.1.1.5,3,LPLIPAL2ATE141,"Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoethanolamine, n-C14:1)",g3pe_c,1,Sn-Glycero-3-phosphoethanolamine,-187.89435,NCCOP(=O)(O)OC[C@@H](O)CO
5581,b3825,K01048,lysophospholipase ,3.1.1.5,3,LPLIPAL2ATE141,"Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoethanolamine, n-C14:1)",pg141_c,-1,"Phosphatidylglycerol (ditetradec-7-enoyl, n-C14:1)",NA,CCCCCCC=CCCCCCC(=O)OCC(COP(=O)([O-])OCC(O)CO)OC(=O)CCCCCC=CCCCCCC
5582,b3825,K01048,lysophospholipase ,3.1.1.5,3,LPLIPAL2ATE161,"Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoethanolamine, n-C16:1)",2agpe161_c,-1,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:1),107.28707,CCCC/C=C/CCCCCCCCCC(=O)O[C@H](CO)COP(OCC[NH3+])([O-])=O
5583,b3825,K01048,lysophospholipase ,3.1.1.5,3,LPLIPAL2ATE161,"Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoethanolamine, n-C16:1)",apg161_c,1,Acyl phosphatidylglycerol (n-C16:1),NA,NA
5584,b3825,K01048,lysophospholipase ,3.1.1.5,3,LPLIPAL2ATE161,"Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoethanolamine, n-C16:1)",g3pe_c,1,Sn-Glycero-3-phosphoethanolamine,-187.89435,NCCOP(=O)(O)OC[C@@H](O)CO
5585,b3825,K01048,lysophospholipase ,3.1.1.5,3,LPLIPAL2ATE161,"Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoethanolamine, n-C16:1)",pg161_c,-1,"Phosphatidylglycerol (dihexadec-9-enoyl, n-C16:1)",330.48645,CCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)([O-])OCC(O)CO)OC(=O)CCCCCCCC=CCCCCCC
5586,b3825,K01048,lysophospholipase ,3.1.1.5,3,LPLIPAL2ATE181,"Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoethanolamine, n-C18:1)",2agpe181_c,-1,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C18:1),151.61157,CCCCCC/C=C/CCCCCCCCCC(=O)O[C@H](CO)COP(OCC[NH3+])([O-])=O
5587,b3825,K01048,lysophospholipase ,3.1.1.5,3,LPLIPAL2ATE181,"Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoethanolamine, n-C18:1)",apg181_c,1,Acyl phosphatidylglycerol (n-C18:1),NA,NA
5588,b3825,K01048,lysophospholipase ,3.1.1.5,3,LPLIPAL2ATE181,"Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoethanolamine, n-C18:1)",g3pe_c,1,Sn-Glycero-3-phosphoethanolamine,-187.89435,NCCOP(=O)(O)OC[C@@H](O)CO
5589,b3825,K01048,lysophospholipase ,3.1.1.5,3,LPLIPAL2ATE181,"Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoethanolamine, n-C18:1)",pg181_c,-1,"Phosphatidylglycerol (dioctadec-11-enoyl, n-C18:1)",419.1353,CCCCCC/C=C\CCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@@H](O)CO)OC(=O)CCCCCCCCC/C=C\CCCCCC
5590,b3825,K01048,lysophospholipase ,3.1.1.5,3,LPLIPAL2A141,"Lysophospholipase L2 (2-acylglycerophosphotidate, n-C14:1)",2tdec7eg3p_c,-1,2-tetradec-7-enoyl-sn-glycerol 3-phosphate,NA,NA
5591,b3825,K01048,lysophospholipase ,3.1.1.5,3,LPLIPAL2A141,"Lysophospholipase L2 (2-acylglycerophosphotidate, n-C14:1)",glyc3p_c,1,Glycerol 3-phosphate,-258.0304,OC[C@@H](O)COP([O-])([O-])=O
5594,b3825,K01048,lysophospholipase ,3.1.1.5,3,LPLIPAL2A141,"Lysophospholipase L2 (2-acylglycerophosphotidate, n-C14:1)",ttdcea_c,1,Tetradecenoate (n-C14:1),210.85597,C=CCCCCCCCCCCCC([O-])=O
5595,b3825,K01048,lysophospholipase ,3.1.1.5,3,LPLIPAL2E160,"Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C16:0)",2agpe160_c,-1,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:0),105.469284,CCCCCCCCCCCCCCCC(=O)O[C@H](CO)COP([O-])(=O)OCC[NH3+]
5596,b3825,K01048,lysophospholipase ,3.1.1.5,3,LPLIPAL2E160,"Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C16:0)",g3pe_c,1,Sn-Glycero-3-phosphoethanolamine,-187.89435,NCCOP(=O)(O)OC[C@@H](O)CO
5599,b3825,K01048,lysophospholipase ,3.1.1.5,3,LPLIPAL2E160,"Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C16:0)",hdca_c,1,Hexadecanoate (n-C16:0),256.09268,CCCCCCCCCCCCCCCC([O-])=O
5600,b3825,K01048,lysophospholipase ,3.1.1.5,3,LPLIPAL2G140,"Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C14:0)",2agpg140_c,-1,2-Acyl-sn-glycero-3-phosphoglycerol (n-C14:0),-10.837255,CCCCCCCCCCCCCC(=O)OC(CO)COP([O-])(=O)OCC(O)CO
5601,b3825,K01048,lysophospholipase ,3.1.1.5,3,LPLIPAL2G140,"Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C14:0)",g3pg_c,1,Glycerophosphoglycerol,-259.87637,OCC(O)COP([O-])(=O)OCC(O)CO
5604,b3825,K01048,lysophospholipase ,3.1.1.5,3,LPLIPAL2G140,"Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C14:0)",ttdca_c,1,etradecanoate (n-C14:0),209.69821,CCCCCCCCCCCCCC([O-])=O
5605,b3825,K01048,lysophospholipase ,3.1.1.5,3,LPLIPAL2G160,"Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C16:0)",2agpg160_c,-1,2-Acyl-sn-glycero-3-phosphoglycerol (n-C16:0),33.487217,CCCCCCCCCCCCCCCC(=O)OC(CO)COP([O-])(=O)OCC(O)CO
5606,b3825,K01048,lysophospholipase ,3.1.1.5,3,LPLIPAL2G160,"Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C16:0)",g3pg_c,1,Glycerophosphoglycerol,-259.87637,OCC(O)COP([O-])(=O)OCC(O)CO
5609,b3825,K01048,lysophospholipase ,3.1.1.5,3,LPLIPAL2G160,"Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C16:0)",hdca_c,1,Hexadecanoate (n-C16:0),256.09268,CCCCCCCCCCCCCCCC([O-])=O
5610,b3825,K01048,lysophospholipase ,3.1.1.5,3,LPLIPAL2G120,"Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C12:0)",2agpg120_c,-1,2-Acyl-sn-glycero-3-phosphoglycerol (n-C12:0),-55.161697,CCCCCCCCCCCC(=O)O[C@H](CO)COP(OC[C@H](CO)O)([O-])=O
5611,b3825,K01048,lysophospholipase ,3.1.1.5,3,LPLIPAL2G120,"Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C12:0)",ddca_c,1,Dodecanoate (n-C12:0),165.37372,CCCCCCCCCCCC([O-])=O
5612,b3825,K01048,lysophospholipase ,3.1.1.5,3,LPLIPAL2G120,"Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C12:0)",g3pg_c,1,Glycerophosphoglycerol,-259.87637,OCC(O)COP([O-])(=O)OCC(O)CO
5615,b3825,K01048,lysophospholipase ,3.1.1.5,3,LPLIPAL2E120,"Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C12:0)",2agpe120_c,-1,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C12:0),16.820372,CCCCCCCCCCCC(=O)OC(CO)COP([O-])(=O)OCC[NH3+]
5616,b3825,K01048,lysophospholipase ,3.1.1.5,3,LPLIPAL2E120,"Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C12:0)",ddca_c,1,Dodecanoate (n-C12:0),165.37372,CCCCCCCCCCCC([O-])=O
5617,b3825,K01048,lysophospholipase ,3.1.1.5,3,LPLIPAL2E120,"Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C12:0)",g3pe_c,1,Sn-Glycero-3-phosphoethanolamine,-187.89435,NCCOP(=O)(O)OC[C@@H](O)CO
5620,b3825,K01048,lysophospholipase ,3.1.1.5,3,LPLIPAL2A120,"Lysophospholipase L2 (2-acylglycerophosphotidate, n-C12:0)",2ddecg3p_c,-1,2-dodecanoyl-sn-glycerol 3-phosphate,NA,NA
5621,b3825,K01048,lysophospholipase ,3.1.1.5,3,LPLIPAL2A120,"Lysophospholipase L2 (2-acylglycerophosphotidate, n-C12:0)",ddca_c,1,Dodecanoate (n-C12:0),165.37372,CCCCCCCCCCCC([O-])=O
5622,b3825,K01048,lysophospholipase ,3.1.1.5,3,LPLIPAL2A120,"Lysophospholipase L2 (2-acylglycerophosphotidate, n-C12:0)",glyc3p_c,1,Glycerol 3-phosphate,-258.0304,OC[C@@H](O)COP([O-])([O-])=O
5625,b3825,K01048,lysophospholipase ,3.1.1.5,3,LPLIPAL2A140,"Lysophospholipase L2 (2-acylglycerophosphotidate, n-C14:0)",2tdecg3p_c,-1,2-tetradecanoyl-sn-glycerol 3-phosphate,NA,NA
5626,b3825,K01048,lysophospholipase ,3.1.1.5,3,LPLIPAL2A140,"Lysophospholipase L2 (2-acylglycerophosphotidate, n-C14:0)",glyc3p_c,1,Glycerol 3-phosphate,-258.0304,OC[C@@H](O)COP([O-])([O-])=O
5629,b3825,K01048,lysophospholipase ,3.1.1.5,3,LPLIPAL2A140,"Lysophospholipase L2 (2-acylglycerophosphotidate, n-C14:0)",ttdca_c,1,etradecanoate (n-C14:0),209.69821,CCCCCCCCCCCCCC([O-])=O
5630,b3825,K01048,lysophospholipase ,3.1.1.5,3,LPLIPAL2A160,"Lysophospholipase L2 (2-acylglycerophosphotidate, n-C16:0)",2hdecg3p_c,-1,2-hexadecanoyl-sn-glycerol 3-phosphate,35.33317,NA
5631,b3825,K01048,lysophospholipase ,3.1.1.5,3,LPLIPAL2A160,"Lysophospholipase L2 (2-acylglycerophosphotidate, n-C16:0)",glyc3p_c,1,Glycerol 3-phosphate,-258.0304,OC[C@@H](O)COP([O-])([O-])=O
5634,b3825,K01048,lysophospholipase ,3.1.1.5,3,LPLIPAL2A160,"Lysophospholipase L2 (2-acylglycerophosphotidate, n-C16:0)",hdca_c,1,Hexadecanoate (n-C16:0),256.09268,CCCCCCCCCCCCCCCC([O-])=O
5635,b3825,K01048,lysophospholipase ,3.1.1.5,3,LPLIPAL2A161,"Lysophospholipase L2 (2-acylglycerophosphotidate, n-C16:1)",2hdec9eg3p_c,-1,2-hexadec-9-enoyl-sn-glycerol 3-phosphate,NA,NA
5636,b3825,K01048,lysophospholipase ,3.1.1.5,3,LPLIPAL2A161,"Lysophospholipase L2 (2-acylglycerophosphotidate, n-C16:1)",glyc3p_c,1,Glycerol 3-phosphate,-258.0304,OC[C@@H](O)COP([O-])([O-])=O
5639,b3825,K01048,lysophospholipase ,3.1.1.5,3,LPLIPAL2A161,"Lysophospholipase L2 (2-acylglycerophosphotidate, n-C16:1)",hdcea_c,1,Hexadecenoate (n-C16:1),254.2904,CCCCCC/C=C\CCCCCCCC(=O)[O-]
5640,b3825,K01048,lysophospholipase ,3.1.1.5,3,LPLIPAL2A180,"Lysophospholipase L2 (2-acylglycerophosphotidate, n-C18:0)",2odecg3p_c,-1,2-octadecanoyl-sn-glycerol 3-phosphate,79.65773,NA
5641,b3825,K01048,lysophospholipase ,3.1.1.5,3,LPLIPAL2A180,"Lysophospholipase L2 (2-acylglycerophosphotidate, n-C18:0)",glyc3p_c,1,Glycerol 3-phosphate,-258.0304,OC[C@@H](O)COP([O-])([O-])=O
5644,b3825,K01048,lysophospholipase ,3.1.1.5,3,LPLIPAL2A180,"Lysophospholipase L2 (2-acylglycerophosphotidate, n-C18:0)",ocdca_c,1,Octadecanoate (n-C18:0),298.3472,CCCCCCCCCCCCCCCCCC([O-])=O
5645,b3825,K01048,lysophospholipase ,3.1.1.5,3,LPLIPAL2A181,"Lysophospholipase L2 (2-acylglycerophosphotidate, n-C18:1)",2odec11eg3p_c,-1,2-octadec-11-enoyl-sn-glycerol 3-phosphate,NA,NA
5646,b3825,K01048,lysophospholipase ,3.1.1.5,3,LPLIPAL2A181,"Lysophospholipase L2 (2-acylglycerophosphotidate, n-C18:1)",glyc3p_c,1,Glycerol 3-phosphate,-258.0304,OC[C@@H](O)COP([O-])([O-])=O
5649,b3825,K01048,lysophospholipase ,3.1.1.5,3,LPLIPAL2A181,"Lysophospholipase L2 (2-acylglycerophosphotidate, n-C18:1)",ocdcea_c,1,Octadecenoate (n-C18:1),300.16492,CCCCCCCC/C=C\CCCCCCCC(=O)[O-]
5653,b3831,K00757,uridine phosphorylase ,2.4.2.3,2,PYNP2r,Pyrimidine-nucleoside phosphorylase (uracil),r1p_c,1,Alpha-D-Ribose 1-phosphate,-294.24817,OC[C@H]1O[C@H](OP([O-])([O-])=O)[C@H](O)[C@@H]1O
5654,b3831,K00757,uridine phosphorylase ,2.4.2.3,2,PYNP2r,Pyrimidine-nucleoside phosphorylase (uracil),ura_c,1,uracil,-28.995518,C1(\NC(=O)NC(=O)\C=1)
5655,b3831,K00757,uridine phosphorylase ,2.4.2.3,2,PYNP2r,Pyrimidine-nucleoside phosphorylase (uracil),uri_c,-1,uridine,-71.02655,C(O)[C@@H]2([C@H]([C@H]([C@H](N1(\C=C/C(=O)NC1=O))O2)O)O)
5656,b3833,K03183,"demethylmenaquinone methyltransferase / 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase ",2.1.1.163 2.1.1.201,2,OMBZLM,2-Octaprenyl-6-methoxy-benzoquinol methylase,2ombzl_c,-1,"2-Octaprenyl-6-methoxy-1,4-benzoquinol",886.78076,COc1cc(O)cc(CC=C(C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C)c1O
5657,b3833,K03183,"demethylmenaquinone methyltransferase / 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase ",2.1.1.163 2.1.1.201,2,OMBZLM,2-Octaprenyl-6-methoxy-benzoquinol methylase,2ommbl_c,1,"2-Octaprenyl-3-methyl-6-methoxy- 1,4-benzoquinol",905.6929,COc1cc(O)c(C)c(CC=C(C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C)c1O
5658,b3833,K03183,"demethylmenaquinone methyltransferase / 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase ",2.1.1.163 2.1.1.201,2,OMBZLM,2-Octaprenyl-6-methoxy-benzoquinol methylase,ahcys_c,1,S-Adenosyl-L-homocysteine,84.0534,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](CSCC[C@H]([NH3+])C([O-])=O)[C@@H](O)[C@H]1O
5659,b3833,K03183,"demethylmenaquinone methyltransferase / 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase ",2.1.1.163 2.1.1.201,2,OMBZLM,2-Octaprenyl-6-methoxy-benzoquinol methylase,amet_c,-1,S-Adenosyl-L-methionine,124.03472,C[S+](CC[C@H]([NH3+])C([O-])=O)C[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(N)ncnc12
5661,b3833,K03183,"demethylmenaquinone methyltransferase / 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase ",2.1.1.163 2.1.1.201,2,AMMQLT8,S-adenosylmethione:2-demthylmenaquinole methyltransferase (menaquinone 8),2dmmql8_c,-1,2-Demethylmenaquinol 8,921.42175,CC(C)=CCC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CCC(C)=CCc1cc(O)c2ccccc2c1O
5662,b3833,K03183,"demethylmenaquinone methyltransferase / 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase ",2.1.1.163 2.1.1.201,2,AMMQLT8,S-adenosylmethione:2-demthylmenaquinole methyltransferase (menaquinone 8),ahcys_c,1,S-Adenosyl-L-homocysteine,84.0534,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](CSCC[C@H]([NH3+])C([O-])=O)[C@@H](O)[C@H]1O
5663,b3833,K03183,"demethylmenaquinone methyltransferase / 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase ",2.1.1.163 2.1.1.201,2,AMMQLT8,S-adenosylmethione:2-demthylmenaquinole methyltransferase (menaquinone 8),amet_c,-1,S-Adenosyl-L-methionine,124.03472,C[S+](CC[C@H]([NH3+])C([O-])=O)C[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(N)ncnc12
5666,b3843,K03182,4-hydroxy-3-polyprenylbenzoate decarboxylase ,4.1.1.98,4,OPHBDC,Octaprenyl-hydroxybenzoate decarboxylase,2oph_c,1,2-Octaprenylphenol,930.5486,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCc1ccccc1O
5667,b3843,K03182,4-hydroxy-3-polyprenylbenzoate decarboxylase ,4.1.1.98,4,OPHBDC,Octaprenyl-hydroxybenzoate decarboxylase,3ophb_c,-1,3-Octaprenyl-4-hydroxybenzoate,837.33527,CC(C)=CCC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CC\C(C)=C\Cc1cc(ccc1O)C([O-])=O
5670,b3844,K05368,NAD(P)H-flavin reductase ,1.5.1.41,1,FADRx,FAD reductase,fad_c,-1,Flavin adenine dinucleotide oxidized,-327.42395,Cc1cc2nc3c(nc(=O)[n-]c3=O)n(C[C@H](O)[C@H](O)[C@H](O)COP([O-])(=O)OP([O-])(=O)OC[C@H]3O[C@H]([C@H](O)[C@@H]3O)n3cnc4c(N)ncnc34)c2cc1C
5675,b3844,K05368,NAD(P)H-flavin reductase ,1.5.1.41,1,FE3Ri,Fe(III) reduction,fad_c,1,Flavin adenine dinucleotide oxidized,-327.42395,Cc1cc2nc3c(nc(=O)[n-]c3=O)n(C[C@H](O)[C@H](O)[C@H](O)COP([O-])(=O)OP([O-])(=O)OC[C@H]3O[C@H]([C@H](O)[C@@H]3O)n3cnc4c(N)ncnc34)c2cc1C
5678,b3844,K05368,NAD(P)H-flavin reductase ,1.5.1.41,1,FE3Ri,Fe(III) reduction,fe3_c,-2,Iron (Fe3+),-3.9085345,[Fe+3]
5683,b3844,K05368,NAD(P)H-flavin reductase ,1.5.1.41,1,FLVRx,Flavin reductase (NAD),rbflvrd_c,1,Reduced riboflavin,77.57464,Cc1cc2Nc3c([nH]c(=O)[nH]c3=O)N(C[C@H](O)[C@H](O)[C@H](O)CO)c2cc1C
5684,b3844,K05368,NAD(P)H-flavin reductase ,1.5.1.41,1,FLVRx,Flavin reductase (NAD),ribflv_c,-1,Riboflavin C17H20N4O6,31.699226,Cc1cc2nc3c(nc(=O)[n-]c3=O)n(C[C@H](O)[C@H](O)[C@H](O)CO)c2cc1C
5686,b3846,K01825,3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase / enoyl-CoA isomerase ,1.1.1.35 4.2.1.17 5.1.2.3 5.3.3.8,1,CTECOAI8,3-cis-2-trans-enoyl-CoA isomerase,od2coa_c,1,Trans-Octadec-2-enoyl-CoA,-152.00021,CCCCCCCCCCCCCCCC=CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12
5687,b3846,K01825,3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase / enoyl-CoA isomerase ,1.1.1.35 4.2.1.17 5.1.2.3 5.3.3.8,1,CTECOAI8,3-cis-2-trans-enoyl-CoA isomerase,odecoa_c,-1,Octadecenoyl-CoA (n-C18:1CoA),NA,NA
5688,b3846,K01825,3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase / enoyl-CoA isomerase ,1.1.1.35 4.2.1.17 5.1.2.3 5.3.3.8,1,CTECOAI6,3-cis-2-trans-enoyl-CoA isomerase,td2coa_c,1,Trans-Tetradec-2-enoyl-CoA,-240.64922,CCCCCCCCCCC/C=C/C(SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-])=O
5689,b3846,K01825,3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase / enoyl-CoA isomerase ,1.1.1.35 4.2.1.17 5.1.2.3 5.3.3.8,1,CTECOAI6,3-cis-2-trans-enoyl-CoA isomerase,tdecoa_c,-1,"a tetradecenoyl-CoA (n-C14:1CoA)	",-239.09924,CCCCCC/C=C/CCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
5690,b3846,K01825,3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase / enoyl-CoA isomerase ,1.1.1.35 4.2.1.17 5.1.2.3 5.3.3.8,1,CTECOAI7,3-cis-2-trans-enoyl-CoA isomerase,hdcoa_c,-1,Hexadecenoyl-CoA (n-C16:1CoA),-194.50699,CCCCCC/C=C\CCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
5691,b3846,K01825,3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase / enoyl-CoA isomerase ,1.1.1.35 4.2.1.17 5.1.2.3 5.3.3.8,1,CTECOAI7,3-cis-2-trans-enoyl-CoA isomerase,hdd2coa_c,1,Trans-Hexadec-2-enoyl-CoA,-196.32475,CCCCCCCCCCCCCC=CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12
5695,b3850,K00230,menaquinone-dependent protoporphyrinogen oxidase ,1.3.5.3,1,PPPGO,Protoporphyrinogen oxidase (aerobic),ppp9_c,1,Protoporphyrin,276.40762,Cc1c(CCC([O-])=O)c2cc3nc(cc4[nH]c(cc5[nH]c(cc1n2)c(C)c5C=C)c(C)c4C=C)c(C)c3CCC([O-])=O
5696,b3850,K00230,menaquinone-dependent protoporphyrinogen oxidase ,1.3.5.3,1,PPPGO,Protoporphyrinogen oxidase (aerobic),pppg9_c,-1,Protoporphyrinogen IX,379.03433,Cc1c2Cc3[nH]c(Cc4[nH]c(Cc5[nH]c(Cc([nH]2)c1CCC([O-])=O)c(CCC([O-])=O)c5C)c(C=C)c4C)c(C=C)c3C
5697,b3850,K00230,menaquinone-dependent protoporphyrinogen oxidase ,1.3.5.3,1,PPPGO3,Protoporphyrinogen oxidase (anaerobic),fum_c,-3,Fumarate,-124.406006,[O-]C(=O)C=CC([O-])=O
5698,b3850,K00230,menaquinone-dependent protoporphyrinogen oxidase ,1.3.5.3,1,PPPGO3,Protoporphyrinogen oxidase (anaerobic),ppp9_c,1,Protoporphyrin,276.40762,Cc1c(CCC([O-])=O)c2cc3nc(cc4[nH]c(cc5[nH]c(cc1n2)c(C)c5C=C)c(C)c4C=C)c(C)c3CCC([O-])=O
5699,b3850,K00230,menaquinone-dependent protoporphyrinogen oxidase ,1.3.5.3,1,PPPGO3,Protoporphyrinogen oxidase (anaerobic),pppg9_c,-1,Protoporphyrinogen IX,379.03433,Cc1c2Cc3[nH]c(Cc4[nH]c(Cc5[nH]c(Cc([nH]2)c1CCC([O-])=O)c(CCC([O-])=O)c5C)c(C=C)c4C)c(C=C)c3C
5700,b3850,K00230,menaquinone-dependent protoporphyrinogen oxidase ,1.3.5.3,1,PPPGO3,Protoporphyrinogen oxidase (anaerobic),succ_c,3,Succinate,-125.16375,C(C([O-])=O)CC([O-])=O
5704,b3867,K02495,oxygen-independent coproporphyrinogen III oxidase ,1.3.98.3,1,CPPPGO2,Oxygen Independent coproporphyrinogen-III oxidase,amet_c,-2,S-Adenosyl-L-methionine,124.03472,C[S+](CC[C@H]([NH3+])C([O-])=O)C[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(N)ncnc12
5706,b3867,K02495,oxygen-independent coproporphyrinogen III oxidase ,1.3.98.3,1,CPPPGO2,Oxygen Independent coproporphyrinogen-III oxidase,cpppg3_c,-1,Coproporphyrinogen III,206.41187,Cc1c2Cc3[nH]c(Cc4[nH]c(Cc5[nH]c(Cc([nH]2)c1CCC([O-])=O)c(C)c5CCC([O-])=O)c(C)c4CCC([O-])=O)c(CCC([O-])=O)c3C
5707,b3867,K02495,oxygen-independent coproporphyrinogen III oxidase ,1.3.98.3,1,CPPPGO2,Oxygen Independent coproporphyrinogen-III oxidase,dad_5_c,2,5'-Deoxyadenosine,79.14557,C[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(N)ncnc12
5708,b3867,K02495,oxygen-independent coproporphyrinogen III oxidase ,1.3.98.3,1,CPPPGO2,Oxygen Independent coproporphyrinogen-III oxidase,met__L_c,2,L-Methionine,37.072315,CSCC[C@H]([NH3+])C([O-])=O
