Unnamed: 0,Rule,K,Enzyme,EC Numbers,EC_Number_firstdigit,reac_id,reac_name,reac_meta_name,reac_meta_value,reac_meta_name_list,Km,Kcat,Gibbs,SMILES
2367,YMR208W,K00869,mevalonate kinase ,2.7.1.36,2,MEVK4,Mevalonate kinase  utp ,utp_c,-1,UTP,,,-618.39075,C(OP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@H]2(O[C@@H](N1(\C=C/C(=O)NC1=O))[C@H](O)[C@H](O)2)
2371,YMR217W,K01951,GMP synthase (glutamine-hydrolysing) ,6.3.5.2,6,GMPS2,GMP synthase,gln__L_c,-1,L-Glutamine,5.3,,-23.488802,NC(=O)CC[C@H]([NH3+])C([O-])=O
2372,YMR217W,K01951,GMP synthase (glutamine-hydrolysing) ,6.3.5.2,6,GMPS2,GMP synthase,glu__L_c,1,L-Glutamate,5.3,,-82.27311,[NH3+][C@@H](CCC([O-])=O)C([O-])=O
2377,YMR217W,K01951,GMP synthase (glutamine-hydrolysing) ,6.3.5.2,6,GMPS2,GMP synthase,xmp_c,-1,xmp,,,-291.6249,C(OP(=O)([O-])[O-])[C@H]3(O[C@@H](N1(C2(/NC(=O)NC(=O)C(\N=C/1)=2)))[C@H](O)[C@H](O)3)
2379,YMR226C,K16066,3-hydroxy acid dehydrogenase / malonic semialdehyde reductase ,1.1.1.381 1.1.1.-,1,ATHRDHr,L-allo-threonine dehydrogenase,2aobut_c,1,L-2-Amino-3-oxobutanoate,,,-44.42216,CC(=O)[C@H]([NH3+])C([O-])=O
2380,YMR226C,K16066,3-hydroxy acid dehydrogenase / malonic semialdehyde reductase ,1.1.1.381 1.1.1.-,1,ATHRDHr,L-allo-threonine dehydrogenase,athr__L_c,-1,L-Allo-threonine,3,43.8,-31.8999,C[C@H](O)[C@H]([NH3+])C([O-])=O
2384,YMR226C,K16066,3-hydroxy acid dehydrogenase / malonic semialdehyde reductase ,1.1.1.381 1.1.1.-,1,LSERDHr,L-serine dehydrogenase,2amsa_c,1,2-Aminomalote semialdehyde,,,-63.3144,[H]C(=O)[C@H]([NH3+])C([O-])=O
2388,YMR226C,K16066,3-hydroxy acid dehydrogenase / malonic semialdehyde reductase ,1.1.1.381 1.1.1.-,1,LSERDHr,L-serine dehydrogenase,ser__L_c,-1,L-serine,71,,-50.2021,C(O)[C@H]([NH3+])C(=O)[O-]
2390,YMR250W,K01580,glutamate decarboxylase ,4.1.1.15,4,GLUDC,Glutamate Decarboxylase,4abut_c,1,4-Aminobutanoate,,,7.95009,[NH3+]CCCC([O-])=O
2392,YMR250W,K01580,glutamate decarboxylase ,4.1.1.15,4,GLUDC,Glutamate Decarboxylase,glu__L_c,-1,L-Glutamate,11.4,0.537,-82.27311,[NH3+][C@@H](CCC([O-])=O)C([O-])=O
2398,YMR272C,K19703,4-hydroxysphinganine ceramide fatty acyl 2-hydroxylase ,1.14.18.6,1,CERH124_copy2,Ceramide 1 hydroxylase  24C ,cer1_24_c,-1,Ceramide 1  Sphinganinen C240  C42H85NO3,,,820.64526,CCCCCCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO)[C@H](O)CCCCCCCCCCCCCCC
2399,YMR272C,K19703,4-hydroxysphinganine ceramide fatty acyl 2-hydroxylase ,1.14.18.6,1,CERH124_copy2,Ceramide 1 hydroxylase  24C ,cer2_24_c,1,Ceramide 2  Phytosphingosinen C240  C42H85NO4,,,782.6053,CCCCCCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO)[C@@H]([C@H](O)CCCCCCCCCCCCCC)O
2405,YMR272C,K19703,4-hydroxysphinganine ceramide fatty acyl 2-hydroxylase ,1.14.18.6,1,CERH126_copy2,Ceramide 1 hydroxylase  26C ,cer1_26_c,-1,Ceramide 1  Sphinganinen C260  C44H89NO3,,,864.96967,CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO)[C@H](O)CCCCCCCCCCCCCCC
2406,YMR272C,K19703,4-hydroxysphinganine ceramide fatty acyl 2-hydroxylase ,1.14.18.6,1,CERH126_copy2,Ceramide 1 hydroxylase  26C ,cer2_26_c,1,Ceramide 2  Phytosphingosinen C260  C44H89NO4,,,826.9297,CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO)[C@@H]([C@H](O)CCCCCCCCCCCCCC)O
2412,YMR272C,K19703,4-hydroxysphinganine ceramide fatty acyl 2-hydroxylase ,1.14.18.6,1,CERS324,Ceramide 3 synthase  24C ,cer2_24_c,-1,Ceramide 2  Phytosphingosinen C240  C42H85NO4,,,782.6053,CCCCCCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO)[C@@H]([C@H](O)CCCCCCCCCCCCCC)O
2413,YMR272C,K19703,4-hydroxysphinganine ceramide fatty acyl 2-hydroxylase ,1.14.18.6,1,CERS324,Ceramide 3 synthase  24C ,cer3_24_c,1,Ceramide 3  Phytosphingosinen C240OH  C42H85NO5,,,NA,NA
2419,YMR272C,K19703,4-hydroxysphinganine ceramide fatty acyl 2-hydroxylase ,1.14.18.6,1,CERS326,Ceramide 3 synthase  26C ,cer2_26_c,-1,Ceramide 2  Phytosphingosinen C260  C44H89NO4,,,826.9297,CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO)[C@@H]([C@H](O)CCCCCCCCCCCCCC)O
2420,YMR272C,K19703,4-hydroxysphinganine ceramide fatty acyl 2-hydroxylase ,1.14.18.6,1,CERS326,Ceramide 3 synthase  26C ,cer3_26_c,1,Ceramide 3  Phytosphingosinen C260OH  C44H89NO5,,,NA,NA
2426,YMR289W,K02619,4-amino-4-deoxychorismate lyase ,4.1.3.38,4,ADCL,4-aminobenzoate synthase,4abz_c,1,4-Aminobenzoate,,,12.324662,Nc1ccc(cc1)C([O-])=O
2427,YMR289W,K02619,4-amino-4-deoxychorismate lyase ,4.1.3.38,4,ADCL,4-aminobenzoate synthase,4adcho_c,-1,4-amino-4-deoxychorismate,,,-38.720848,[NH3+][C@@H]1C=CC(=C[C@H]1OC(=C)C([O-])=O)C([O-])=O
2429,YMR289W,K02619,4-amino-4-deoxychorismate lyase ,4.1.3.38,4,ADCL,4-aminobenzoate synthase,pyr_c,1,pyruvate,,,-82.398705,CC(=O)C(=O)[O-]
2432,YMR300C,K00764,amidophosphoribosyltransferase ,2.4.2.14,2,GLUPRT,Glutamine phosphoribosyldiphosphate amidotransferase,gln__L_c,-1,L-Glutamine,,,-23.488802,NC(=O)CC[C@H]([NH3+])C([O-])=O
2433,YMR300C,K00764,amidophosphoribosyltransferase ,2.4.2.14,2,GLUPRT,Glutamine phosphoribosyldiphosphate amidotransferase,glu__L_c,1,L-Glutamate,,,-82.27311,[NH3+][C@@H](CCC([O-])=O)C([O-])=O
2436,YMR300C,K00764,amidophosphoribosyltransferase ,2.4.2.14,2,GLUPRT,Glutamine phosphoribosyldiphosphate amidotransferase,pram_c,1,5-Phospho-beta-D-ribosylamine,,,-246.19975,[NH3+][C@@H]1O[C@H](COP([O-])([O-])=O)[C@@H](O)[C@H]1O
2437,YMR300C,K00764,amidophosphoribosyltransferase ,2.4.2.14,2,GLUPRT,Glutamine phosphoribosyldiphosphate amidotransferase,prpp_c,-1,5-Phospho-alpha-D-ribose 1-diphosphate,,,-740.25256,O[C@H]1[C@@H](O)[C@@H](OP([O-])(=O)OP([O-])([O-])=O)O[C@@H]1COP([O-])([O-])=O
2438,YMR303C,K13953,"alcohol dehydrogenase, propanol-preferring ",1.1.1.1,1,ALCD2x_copy1,Alcohol dehydrogenase (ethanol),acald_c,1,Acetaldehyde,1.525,,7.6844816,[H]C(C)=O
2439,YMR303C,K13953,"alcohol dehydrogenase, propanol-preferring ",1.1.1.1,1,ALCD2x_copy1,Alcohol dehydrogenase (ethanol),etoh_c,-1,Ethanol,9.973,403.175,18.186724,CCO
2448,YMR319C,K19792,low-affinity ferrous iron transport protein ,,,FE2t,Iron  II  transport,fe2_e,-1,Fe2+ mitochondria,,,-20.098238,[Fe++]
2450,YNL003C,K15111,"solute carrier family 25 (mitochondrial S-adenosylmethionine transporter), member 26 ",,,AMETtm,S Adenosyl L methionine reversible transport  mitochondrial,amet_c,-1,S-Adenosyl-L-methionine,,,124.03472,C[S+](CC[C@H]([NH3+])C([O-])=O)C[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(N)ncnc12
2451,YNL003C,K15111,"solute carrier family 25 (mitochondrial S-adenosylmethionine transporter), member 26 ",,,AMETtm,S Adenosyl L methionine reversible transport  mitochondrial,amet_m,1,S-Adenosyl-L-methionine,,,124.03472,C[S+](CC[C@H]([NH3+])C([O-])=O)C[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(N)ncnc12
2452,YNL009W,K00031,isocitrate dehydrogenase ,1.1.1.42,1,ICDHyp,Isocitrate dehydrogenase  NADP ,akg_x,1,2-Oxoglutarate,1.06,,-149.76376,[O-]C(=O)CCC(=O)C([O-])=O
2453,YNL009W,K00031,isocitrate dehydrogenase ,1.1.1.42,1,ICDHyp,Isocitrate dehydrogenase  NADP ,co2_x,1,CO2 CO2,,,-92.26,O=C=O
2454,YNL009W,K00031,isocitrate dehydrogenase ,1.1.1.42,1,ICDHyp,Isocitrate dehydrogenase  NADP ,icit_x,-1,Isocitrate,0.0941,,-227.75293,OC(C(CC([O-])=O)C([O-])=O)C([O-])=O
2461,YNL073W,K04567,"lysyl-tRNA synthetase, class II ",6.1.1.6,6,LYSTRSm,Lysyl tRNA synthetase  mitochondrial,amp_m,1,AMP C10H12N5O7P,,,-135.89479,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])([O-])=O)[C@@H](O)[C@H]1O
2462,YNL073W,K04567,"lysyl-tRNA synthetase, class II ",6.1.1.6,6,LYSTRSm,Lysyl tRNA synthetase  mitochondrial,atp_m,-1,ATP C10H12N5O13P3,,,-553.6995,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O
2463,YNL073W,K04567,"lysyl-tRNA synthetase, class II ",6.1.1.6,6,LYSTRSm,Lysyl tRNA synthetase  mitochondrial,lys__L_m,-1,L-Lysine,,,69.714745,[NH3+]CCCC[C@H]([NH3+])C([O-])=O
2464,YNL073W,K04567,"lysyl-tRNA synthetase, class II ",6.1.1.6,6,LYSTRSm,Lysyl tRNA synthetase  mitochondrial,lystrna_m,1,,,,NA,NA
2465,YNL073W,K04567,"lysyl-tRNA synthetase, class II ",6.1.1.6,6,LYSTRSm,Lysyl tRNA synthetase  mitochondrial,ppi_m,1,Diphosphate,,,-473.4674,OP([O-])(=O)OP([O-])([O-])=O
2466,YNL073W,K04567,"lysyl-tRNA synthetase, class II ",6.1.1.6,6,LYSTRSm,Lysyl tRNA synthetase  mitochondrial,trnalys_m,-1,,,,NA,NA
2468,YNL104C,K01649,2-isopropylmalate synthase ,2.3.3.13,2,IPPSm,2 isopropylmalate synthase  mitochondrial,3c3hmp_m,1,3-Carboxy-3-hydroxy-4-methylpentanoate,,,-99.71703,CC(C)[C@@](O)(CC([O-])=O)C([O-])=O
2469,YNL104C,K01649,2-isopropylmalate synthase ,2.3.3.13,2,IPPSm,2 isopropylmalate synthase  mitochondrial,3mob_m,-1,3-Methyl-2-oxobutanoate,0.016,10.535,-39.67422,CC(C)C(=O)C([O-])=O
2470,YNL104C,K01649,2-isopropylmalate synthase ,2.3.3.13,2,IPPSm,2 isopropylmalate synthase  mitochondrial,accoa_m,-1,Acetyl-CoA,0.009,,-506.8639,CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12
2471,YNL104C,K01649,2-isopropylmalate synthase ,2.3.3.13,2,IPPSm,2 isopropylmalate synthase  mitochondrial,coa_m,1,Coenzyme A,,,-493.56613,CC(C)(COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12)[C@@H](O)C(=O)NCCC(=O)NCCS
2479,YNL141W,K21053,adenine deaminase ,3.5.4.2,3,ADA,Adenosine deaminase,adn_c,-1,Adenosine,,,87.03457,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
2482,YNL141W,K21053,adenine deaminase ,3.5.4.2,3,ADA,Adenosine deaminase,ins_c,1,Inosine,,,-20.28556,OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c1nc[nH]c2=O
2483,YNL141W,K21053,adenine deaminase ,3.5.4.2,3,ADA,Adenosine deaminase,nh4_c,1,Ammonium,,,11.853362,[H][N+]([H])([H])[H]
2484,YNL141W,K21053,adenine deaminase ,3.5.4.2,3,ADD,Adenine deaminase,ade_c,-1,Adenine,0.055,5.5,125.6056,Nc1ncnc2nc[nH]c12
2487,YNL141W,K21053,adenine deaminase ,3.5.4.2,3,ADD,Adenine deaminase,hxan_c,1,Hypoxanthine,,,62.48449,O=c1[nH]cnc2[nH]cnc12
2488,YNL141W,K21053,adenine deaminase ,3.5.4.2,3,ADD,Adenine deaminase,nh4_c,1,Ammonium,,,11.853362,[H][N+]([H])([H])[H]
2489,YNL141W,K21053,adenine deaminase ,3.5.4.2,3,DADA,Deoxyadenosine deaminase,dad_2_c,-1,Deoxyadenosine,,,82.75557,Nc1ncnc2n(cnc12)[C@H]1C[C@H](O)[C@@H](CO)O1
2490,YNL141W,K21053,adenine deaminase ,3.5.4.2,3,DADA,Deoxyadenosine deaminase,din_c,1,Deoxyinosine,,,28.94445,OC[C@H]1O[C@H](C[C@@H]1O)n1cnc2c1nc[nH]c2=O
2493,YNL141W,K21053,adenine deaminase ,3.5.4.2,3,DADA,Deoxyadenosine deaminase,nh4_c,1,Ammonium,,,11.853362,[H][N+]([H])([H])[H]
2498,YNL220W,K01939,adenylosuccinate synthase ,6.3.4.4,6,ADSS,Adenylosuccinate synthase,asp__L_c,-1,L-Aspartate,1,,-105.78535,[NH3+][C@@H](CC([O-])=O)C([O-])=O
2499,YNL220W,K01939,adenylosuccinate synthase ,6.3.4.4,6,ADSS,Adenylosuccinate synthase,dcamp_c,1,"N6-(1,2-Dicarboxyethyl)-AMP",,,-315.34628,O=C(O)C[C@H](Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O)C(=O)O
2503,YNL220W,K01939,adenylosuccinate synthase ,6.3.4.4,6,ADSS,Adenylosuccinate synthase,imp_c,-1,IMP C10H11N4O8P,0.3,,-244.30493,O[C@@H]1[C@@H](COP([O-])([O-])=O)O[C@H]([C@@H]1O)n1cnc2c1nc[nH]c2=O
2505,YNL241C,K00036,glucose-6-phosphate 1-dehydrogenase ,1.1.1.49 1.1.1.363,1,G6PDH2r,Glucose 6-phosphate dehydrogenase,6pgl_c,1,"6-phospho-D-glucono-1,5-lactone",,,-337.32812,O=C1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H](O)[C@H]1O
2506,YNL241C,K00036,glucose-6-phosphate 1-dehydrogenase ,1.1.1.49 1.1.1.363,1,G6PDH2r,Glucose 6-phosphate dehydrogenase,g6p_c,-1,D-Glucose 6-phosphate,0.45715,,-319.04593,OC1O[C@H](COP([O-])([O-])=O)[C@@H](O)[C@H](O)[C@H]1O
2512,YNL247W,K01883,cysteinyl-tRNA synthetase ,6.1.1.16,6,CYSTRS,Cysteinyl-tRNA synthetase,cys__L_c,-1,L-Cysteine,,,-9.312156,[NH3+][C@@H](CS)C([O-])=O
2513,YNL247W,K01883,cysteinyl-tRNA synthetase ,6.1.1.16,6,CYSTRS,Cysteinyl-tRNA synthetase,cystrna_c,1,,,,NA,NA
2515,YNL247W,K01883,cysteinyl-tRNA synthetase ,6.1.1.16,6,CYSTRS,Cysteinyl-tRNA synthetase,trnacys_c,-1,,,,NA,NA
2516,YNL256W,K13939,dihydroneopterin aldolase / 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase / dihydropteroate synthase ,4.1.2.25 2.7.6.3 2.5.1.15,4,DHNPAm,Dihydroneopterin aldolase,2ahhmp_m,1,2 Amino 4 hydroxy 6 hydroxymethyl 7 8 dihydropteridine C7H9N5O2,0.0004,,NA,Nc1nc2c(c(=O)[nH]1)N=C(CO)CN2
2517,YNL256W,K13939,dihydroneopterin aldolase / 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase / dihydropteroate synthase ,4.1.2.25 2.7.6.3 2.5.1.15,4,DHNPAm,Dihydroneopterin aldolase,dhnpt_m,-1,Dihydroneopterin,,,19.314562,Nc1nc(=O)c2NC(CNc2[nH]1)[C@H](O)C(=O)CO
2518,YNL256W,K13939,dihydroneopterin aldolase / 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase / dihydropteroate synthase ,4.1.2.25 2.7.6.3 2.5.1.15,4,DHNPAm,Dihydroneopterin aldolase,gcald_m,1,Glycolaldehyde,,,-29.195517,[H]C(=O)CO
2520,YNL256W,K13939,dihydroneopterin aldolase / 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase / dihydropteroate synthase ,4.1.2.25 2.7.6.3 2.5.1.15,4,DHPSm,Dihydropteroate synthase  mitochondrial,2ahhmp_m,-1,2 Amino 4 hydroxy 6 hydroxymethyl 7 8 dihydropteridine C7H9N5O2,0.0004,,NA,Nc1nc2c(c(=O)[nH]1)N=C(CO)CN2
2521,YNL256W,K13939,dihydroneopterin aldolase / 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase / dihydropteroate synthase ,4.1.2.25 2.7.6.3 2.5.1.15,4,DHPSm,Dihydropteroate synthase  mitochondrial,4abz_m,-1,4-Aminobenzoate,0.0038,,12.324662,Nc1ccc(cc1)C([O-])=O
2522,YNL256W,K13939,dihydroneopterin aldolase / 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase / dihydropteroate synthase ,4.1.2.25 2.7.6.3 2.5.1.15,4,DHPSm,Dihydropteroate synthase  mitochondrial,dhpt_m,1,Dihydropteroate,,,92.81251,Nc1nc2NCC(CNc3ccc(cc3)C([O-])=O)=Nc2c(=O)[nH]1
2524,YNL256W,K13939,dihydroneopterin aldolase / 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase / dihydropteroate synthase ,4.1.2.25 2.7.6.3 2.5.1.15,4,HPPKm,2 amino 4 hydroxy 6 hydroxymethyldihydropteridine diphosphokinase  mitochondrial,2ahhmd_m,1,2 Amino 4 hydroxy 6 hydroxymethyl 7 8 dihydropteridine diphosphate C7H8N5O8P2,,,NA,[O-]c1[nH+]c(=[NH2+])[nH]c2NCC(COP([O-])(=O)OP([O-])([O-])=O)=Nc12
2525,YNL256W,K13939,dihydroneopterin aldolase / 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase / dihydropteroate synthase ,4.1.2.25 2.7.6.3 2.5.1.15,4,HPPKm,2 amino 4 hydroxy 6 hydroxymethyldihydropteridine diphosphokinase  mitochondrial,2ahhmp_m,-1,2 Amino 4 hydroxy 6 hydroxymethyl 7 8 dihydropteridine C7H9N5O2,0.0004,,NA,Nc1nc2c(c(=O)[nH]1)N=C(CO)CN2
2526,YNL256W,K13939,dihydroneopterin aldolase / 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase / dihydropteroate synthase ,4.1.2.25 2.7.6.3 2.5.1.15,4,HPPKm,2 amino 4 hydroxy 6 hydroxymethyldihydropteridine diphosphokinase  mitochondrial,amp_m,1,AMP C10H12N5O7P,,,-135.89479,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])([O-])=O)[C@@H](O)[C@H]1O
2527,YNL256W,K13939,dihydroneopterin aldolase / 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase / dihydropteroate synthase ,4.1.2.25 2.7.6.3 2.5.1.15,4,HPPKm,2 amino 4 hydroxy 6 hydroxymethyldihydropteridine diphosphokinase  mitochondrial,atp_m,-1,ATP C10H12N5O13P3,,,-553.6995,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O
2529,YNL256W,K13939,dihydroneopterin aldolase / 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase / dihydropteroate synthase ,4.1.2.25 2.7.6.3 2.5.1.15,4,FOLD3m,Dihydropteroate synthase  mitochondrial,2ahhmd_m,-1,2 Amino 4 hydroxy 6 hydroxymethyl 7 8 dihydropteridine diphosphate C7H8N5O8P2,,,NA,[O-]c1[nH+]c(=[NH2+])[nH]c2NCC(COP([O-])(=O)OP([O-])([O-])=O)=Nc12
2530,YNL256W,K13939,dihydroneopterin aldolase / 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase / dihydropteroate synthase ,4.1.2.25 2.7.6.3 2.5.1.15,4,FOLD3m,Dihydropteroate synthase  mitochondrial,4abz_m,-1,4-Aminobenzoate,0.0038,,12.324662,Nc1ccc(cc1)C([O-])=O
2531,YNL256W,K13939,dihydroneopterin aldolase / 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase / dihydropteroate synthase ,4.1.2.25 2.7.6.3 2.5.1.15,4,FOLD3m,Dihydropteroate synthase  mitochondrial,dhpt_m,1,Dihydropteroate,,,92.81251,Nc1nc2NCC(CNc3ccc(cc3)C([O-])=O)=Nc2c(=O)[nH]1
2532,YNL256W,K13939,dihydroneopterin aldolase / 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase / dihydropteroate synthase ,4.1.2.25 2.7.6.3 2.5.1.15,4,FOLD3m,Dihydropteroate synthase  mitochondrial,ppi_m,1,Diphosphate,,,-473.4674,OP([O-])(=O)OP([O-])([O-])=O
2536,YNL277W,K00641,homoserine O-acetyltransferase/O-succinyltransferase ,2.3.1.31 2.3.1.46,2,HSERTA,Homoserine O trans acetylase,accoa_c,-1,Acetyl-CoA,0.1,,-506.8639,CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12
2537,YNL277W,K00641,homoserine O-acetyltransferase/O-succinyltransferase ,2.3.1.31 2.3.1.46,2,HSERTA,Homoserine O trans acetylase,achms_c,1,O Acetyl L homoserine C6H11NO4,,,-46.997684,CC(=O)OCC[C@H]([NH3+])C([O-])=O
2539,YNL277W,K00641,homoserine O-acetyltransferase/O-succinyltransferase ,2.3.1.31 2.3.1.46,2,HSERTA,Homoserine O trans acetylase,hom__L_c,-1,L-Homoserine,1.15,,-30.089912,[NH3+][C@@H](CCO)C([O-])=O
2540,YNL280C,K00222,Delta14-sterol reductase ,1.3.1.70,1,C14STR,C 14 sterol reductase,44mctr_c,-1,4 4 dimethylcholesta 8 14 24 trienol C29H46O,,,534.73157,NA
2541,YNL280C,K00222,Delta14-sterol reductase ,1.3.1.70,1,C14STR,C 14 sterol reductase,44mzym_c,1,4 4 dimethylzymosterol C29H48O,,,535.8938,CC34(CCC2(C(CCC1(CC(O)CCC(C)12))C(CCC([R])3)4))
2551,YNR012W,K00876,uridine kinase ,2.7.1.48,2,CYTDK2,Cytidine kinase (GTP),cytd_c,-1,Cytidine,,,-22.12543,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1
2556,YNR016C,K11262,acetyl-CoA carboxylase / biotin carboxylase 1 ,6.4.1.2 6.3.4.14 2.1.3.15,6,ACCOAC,Acetyl-CoA carboxylase,accoa_c,-1,Acetyl-CoA,,,-506.8639,CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12
2560,YNR016C,K11262,acetyl-CoA carboxylase / biotin carboxylase 1 ,6.4.1.2 6.3.4.14 2.1.3.15,6,ACCOAC,Acetyl-CoA carboxylase,hco3_c,-1,Bicarbote,,,-79.557755,OC([O-])=O
2561,YNR016C,K11262,acetyl-CoA carboxylase / biotin carboxylase 1 ,6.4.1.2 6.3.4.14 2.1.3.15,6,ACCOAC,Acetyl-CoA carboxylase,malcoa_c,1,Malonyl CoA C24H33N7O19P3S,,,-597.77356,CC(C)(COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CC([O-])=O
2564,YNR033W,K13950,para-aminobenzoate synthetase ,2.6.1.85,2,ADCS,4-amino-4-deoxychorismate synthase,4adcho_c,1,4-amino-4-deoxychorismate,,,-38.720848,[NH3+][C@@H]1C=CC(=C[C@H]1OC(=C)C([O-])=O)C([O-])=O
2565,YNR033W,K13950,para-aminobenzoate synthetase ,2.6.1.85,2,ADCS,4-amino-4-deoxychorismate synthase,chor_c,-1,Chorismate,,,-95.44927,O[C@@H]1C=CC(=C[C@H]1OC(=C)C([O-])=O)C([O-])=O
2566,YNR033W,K13950,para-aminobenzoate synthetase ,2.6.1.85,2,ADCS,4-amino-4-deoxychorismate synthase,gln__L_c,-1,L-Glutamine,,,-23.488802,NC(=O)CC[C@H]([NH3+])C([O-])=O
2567,YNR033W,K13950,para-aminobenzoate synthetase ,2.6.1.85,2,ADCS,4-amino-4-deoxychorismate synthase,glu__L_c,1,L-Glutamate,,,-82.27311,[NH3+][C@@H](CCC([O-])=O)C([O-])=O
2569,YNR041C,K06125,4-hydroxybenzoate polyprenyltransferase ,2.5.1.39,2,HBZOPT6m,Hydroxybenzoate octaprenyltransferase  mitochondrial,3ophb_5_m,1,3 Hexaprenyl 4 hydroxybenzoate C37H53O3,,,616.8173,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCc1cc(ccc1O)C([O-])=O
2570,YNR041C,K06125,4-hydroxybenzoate polyprenyltransferase ,2.5.1.39,2,HBZOPT6m,Hydroxybenzoate octaprenyltransferase  mitochondrial,4hbz_m,-1,4-Hydroxybenzoate,,,-41.486458,Oc1ccc(cc1)C([O-])=O
2571,YNR041C,K06125,4-hydroxybenzoate polyprenyltransferase ,2.5.1.39,2,HBZOPT6m,Hydroxybenzoate octaprenyltransferase  mitochondrial,hexdp_m,-1,All trans Hexaprenyl diphosphate C30H49O7P2,,,201.7464,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP([O-])(=O)OP([O-])([O-])=O
2572,YNR041C,K06125,4-hydroxybenzoate polyprenyltransferase ,2.5.1.39,2,HBZOPT6m,Hydroxybenzoate octaprenyltransferase  mitochondrial,ppi_m,1,Diphosphate,,,-473.4674,OP([O-])(=O)OP([O-])([O-])=O
2573,YNR043W,K01597,diphosphomevalonate decarboxylase ,4.1.1.33,4,DPMVD,Diphosphomevalonate decarboxylase,5dpmev_c,-1, R  5 Diphosphomevalote C6H10O10P2,0.123,4.9,-480.55176,C[C@@](O)(CCOP([O-])(=O)OP([O-])([O-])=O)CC([O-])=O
2577,YNR043W,K01597,diphosphomevalonate decarboxylase ,4.1.1.33,4,DPMVD,Diphosphomevalonate decarboxylase,ipdp_c,1,Isopentenyl diphosphate,,,-350.20844,CC(=C)CCOP([O-])(=O)OP([O-])([O-])=O
