,BSU,K,Enzyme,EC Numbers,EC_Number_firstdigit,reac_id,reac_name,reac_meta_name,reac_meta_value,compound,smiles,Gibbs,kcat,km
96,BSU00730,K01738,cysteine synthase ,2.5.1.47,2,CYSS_2,Cysteine synthase,acser_c,-1.0,C00979,CC(=O)OC[C@H]([NH3+])C([O-])=O,-69.15991,,
97,BSU00730,K01738,cysteine synthase ,2.5.1.47,2,CYSS_2,Cysteine synthase,cys__L_c,1.0,C00736,[NH3+][C@@H](CS)C([O-])=O,-9.312156,,
98,BSU00730,K01738,cysteine synthase ,2.5.1.47,2,CYSS_2,Cysteine synthase,h2s_c,-1.0,C00283,[S-][H],13.882242,,
101,BSU00760,K02619,4-amino-4-deoxychorismate lyase ,4.1.3.38,4,ADCL,4-aminobenzoate synthase,4abz_c,1.0,C00568,Nc1ccc(cc1)C([O-])=O,12.324662,,
102,BSU00760,K02619,4-amino-4-deoxychorismate lyase ,4.1.3.38,4,ADCL,4-aminobenzoate synthase,4adcho_c,-1.0,C11355,[NH3+][C@@H]1C=CC(=C[C@H]1OC(=C)C([O-])=O)C([O-])=O,-38.720848,,
103,BSU00760,K02619,4-amino-4-deoxychorismate lyase ,4.1.3.38,4,ADCL,4-aminobenzoate synthase,h_c,1.0,C00080,[H+],0.42906138,,
104,BSU00760,K02619,4-amino-4-deoxychorismate lyase ,4.1.3.38,4,ADCL,4-aminobenzoate synthase,pyr_c,1.0,C00022,CC(=O)C([O-])=O,-82.398705,,
105,BSU00770,K00796,dihydropteroate synthase ,2.5.1.15,2,FOLD3,Dihydropteroate synthase,2ahhmd_c,-1.0,,[O-]c1[nH+]c(=[NH2+])[nH]c2NCC(COP([O-])(=O)OP([O-])([O-])=O)=Nc12,NA,,
106,BSU00770,K00796,dihydropteroate synthase ,2.5.1.15,2,FOLD3,Dihydropteroate synthase,4abz_c,-1.0,C00568,Nc1ccc(cc1)C([O-])=O,12.324662,,
107,BSU00770,K00796,dihydropteroate synthase ,2.5.1.15,2,FOLD3,Dihydropteroate synthase,dhpt_c,1.0,C00921,Nc1nc2NCC(CNc3ccc(cc3)C([O-])=O)=Nc2c(=O)[nH]1,92.81251,,
108,BSU00770,K00796,dihydropteroate synthase ,2.5.1.15,2,FOLD3,Dihydropteroate synthase,ppi_c,1.0,C00013,OP([O-])(=O)OP([O-])([O-])=O,-473.4674,,
109,BSU00780,K01633,"7,8-dihydroneopterin aldolase/epimerase/oxygenase ",4.1.2.25 5.1.99.8 1.13.11.81,4,DHNPA_1,Dihydroneopterin aldolase,2ahhmp_c,1.0,,Nc1nc2c(c(=O)[nH]1)N=C(CO)CN2,NA,,
110,BSU00780,K01633,"7,8-dihydroneopterin aldolase/epimerase/oxygenase ",4.1.2.25 5.1.99.8 1.13.11.81,4,DHNPA_1,Dihydroneopterin aldolase,dhnpt_c,-1.0,C04874,Nc1nc2NCC(=Nc2c(=O)[nH]1)[C@H](O)[C@H](O)CO,19.314562,,
111,BSU00780,K01633,"7,8-dihydroneopterin aldolase/epimerase/oxygenase ",4.1.2.25 5.1.99.8 1.13.11.81,4,DHNPA_1,Dihydroneopterin aldolase,gcald_c,1.0,C00266,[H]C(=O)CO,-29.195517,,
112,BSU00790,K00950,2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase ,2.7.6.3,2,HPPK,2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase,2ahhmd_c,1.0,,[O-]c1[nH+]c(=[NH2+])[nH]c2NCC(COP([O-])(=O)OP([O-])([O-])=O)=Nc12,NA,,
113,BSU00790,K00950,2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase ,2.7.6.3,2,HPPK,2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase,2ahhmp_c,-1.0,,Nc1nc2c(c(=O)[nH]1)N=C(CO)CN2,NA,,
114,BSU00790,K00950,2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase ,2.7.6.3,2,HPPK,2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase,amp_c,1.0,C00020,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])([O-])=O)[C@@H](O)[C@H]1O,-135.89479,,
115,BSU00790,K00950,2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase ,2.7.6.3,2,HPPK,2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase,atp_c,-1.0,C00002,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O,-553.6995,,
116,BSU00790,K00950,2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase ,2.7.6.3,2,HPPK,2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase,h_c,1.0,C00080,[H+],0.42906138,,
117,BSU00900,K00991,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase ,2.7.7.60,2,MEPCT,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,2me4p_c,-1.0,C11434,C[C@](O)(CO)[C@H](O)COP([O-])([O-])=O,-254.97589,,
118,BSU00900,K00991,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase ,2.7.7.60,2,MEPCT,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,4c2me_c,1.0,C11435,C[C@](O)(CO)[C@H](O)COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1ccc(N)nc1=O,-453.87247,,
119,BSU00900,K00991,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase ,2.7.7.60,2,MEPCT,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,ctp_c,-1.0,C00063,Nc1ccn([C@@H]2O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]2O)c(=O)n1,-569.48956,,
120,BSU00900,K00991,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase ,2.7.7.60,2,MEPCT,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,h_c,-1.0,C00080,[H+],0.42906138,,
121,BSU00900,K00991,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase ,2.7.7.60,2,MEPCT,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,ppi_c,1.0,C00013,OP([O-])(=O)OP([O-])([O-])=O,-473.4674,,
122,BSU00910,K01770,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase ",4.6.1.12,4,MECDPS,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase",2mecdp_c,1.0,C11453,C[C@@]1(CO)OP(=O)([O-])OP(=O)([O-])OC[C@H]1O,-209.37704,,
123,BSU00910,K01770,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase ",4.6.1.12,4,MECDPS,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase",2p4c2me_c,-1.0,C11436,C[C@@](CO)(OP([O-])([O-])=O)[C@H](O)COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1ccc(N)nc1=O,-680.3883,,
124,BSU00910,K01770,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase ",4.6.1.12,4,MECDPS,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase",cmp_c,1.0,C00055,Nc1ccn([C@@H]2O[C@H](COP([O-])([O-])=O)[C@@H](O)[C@H]2O)c(=O)n1,-246.14482,,
125,BSU00920,K09698,nondiscriminating glutamyl-tRNA synthetase ,6.1.1.24,6,GLUTRS,Glutamyl-tRNA synthetase,amp_c,1.0,C00020,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])([O-])=O)[C@@H](O)[C@H]1O,-135.89479,0.04,0.00045
126,BSU00920,K09698,nondiscriminating glutamyl-tRNA synthetase ,6.1.1.24,6,GLUTRS,Glutamyl-tRNA synthetase,atp_c,-1.0,C00002,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O,-553.6995,0.04,0.00045
127,BSU00920,K09698,nondiscriminating glutamyl-tRNA synthetase ,6.1.1.24,6,GLUTRS,Glutamyl-tRNA synthetase,glu__L_c,-1.0,C00025,[NH3+][C@@H](CCC([O-])=O)C([O-])=O,-82.27311,0.04,0.00045
128,BSU00920,K09698,nondiscriminating glutamyl-tRNA synthetase ,6.1.1.24,6,GLUTRS,Glutamyl-tRNA synthetase,glutrna_c,1.0,C02987,[*][C@@H]1O[C@H](CO)[C@@H](OP(=O)(O)OC[C@H]2O[C@@H]([*])[C@H](O)[C@@H]2OP(=O)(O)OC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](OC(=O)[C@@H](N)CCC(=O)O)[C@@H]2O)[C@H]1O,NA,0.04,0.00045
129,BSU00920,K09698,nondiscriminating glutamyl-tRNA synthetase ,6.1.1.24,6,GLUTRS,Glutamyl-tRNA synthetase,ppi_c,1.0,C00013,OP([O-])(=O)OP([O-])([O-])=O,-473.4674,0.04,0.00045
130,BSU00920,K09698,nondiscriminating glutamyl-tRNA synthetase ,6.1.1.24,6,GLUTRS,Glutamyl-tRNA synthetase,trnaglu_c,-1.0,C01641,[*]OP(=O)([O-])OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@H](O)[C@@H]1OP(=O)([O-])OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@H](O)[C@@H]1OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,NA,0.04,0.00045
131,BSU00930,K00640,serine O-acetyltransferase ,2.3.1.30,2,SERAT,Serine O-acetyltransferase,accoa_c,-1.0,C00024,CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12,-506.8639,,
132,BSU00930,K00640,serine O-acetyltransferase ,2.3.1.30,2,SERAT,Serine O-acetyltransferase,acser_c,1.0,C00979,CC(=O)OC[C@H]([NH3+])C([O-])=O,-69.15991,,
133,BSU00930,K00640,serine O-acetyltransferase ,2.3.1.30,2,SERAT,Serine O-acetyltransferase,coa_c,1.0,C00010,CC(C)(COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12)[C@@H](O)C(=O)NCCC(=O)NCCS,-493.56613,,
134,BSU00930,K00640,serine O-acetyltransferase ,2.3.1.30,2,SERAT,Serine O-acetyltransferase,ser__L_c,-1.0,C00716,[NH3+][C@@H](CO)C([O-])=O,NA,,
135,BSU01370,K00939,adenylate kinase ,2.7.4.3,2,ADK1,Adenylate kinase,adp_c,2.0,C00008,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O,-344.92508,0.035,0.011
136,BSU01370,K00939,adenylate kinase ,2.7.4.3,2,ADK1,Adenylate kinase,amp_c,-1.0,C00020,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])([O-])=O)[C@@H](O)[C@H]1O,-135.89479,0.035,0.011
137,BSU01370,K00939,adenylate kinase ,2.7.4.3,2,ADK1,Adenylate kinase,atp_c,-1.0,C00002,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O,-553.6995,0.035,0.011
138,BSU01370,K00939,adenylate kinase ,2.7.4.3,2,ADK2,Adenylate kinase (Inorganic triphosphate),adp_c,1.0,C00008,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O,-344.92508,0.035,0.011
139,BSU01370,K00939,adenylate kinase ,2.7.4.3,2,ADK2,Adenylate kinase (Inorganic triphosphate),amp_c,-1.0,C00020,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])([O-])=O)[C@@H](O)[C@H]1O,-135.89479,0.035,0.011
140,BSU01370,K00939,adenylate kinase ,2.7.4.3,2,ADK2,Adenylate kinase (Inorganic triphosphate),ppi_c,1.0,C00013,OP([O-])(=O)OP([O-])([O-])=O,-473.4674,0.035,0.011
141,BSU01370,K00939,adenylate kinase ,2.7.4.3,2,ADK2,Adenylate kinase (Inorganic triphosphate),pppi_c,-1.0,C00536,[O-]P([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O,-581.4015,0.035,0.011
142,BSU01370,K00939,adenylate kinase ,2.7.4.3,2,DADK,Deoxyadenylate kinase,adp_c,1.0,C00008,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O,-344.92508,0.035,0.011
143,BSU01370,K00939,adenylate kinase ,2.7.4.3,2,DADK,Deoxyadenylate kinase,atp_c,-1.0,C00002,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O,-553.6995,0.035,0.011
144,BSU01370,K00939,adenylate kinase ,2.7.4.3,2,DADK,Deoxyadenylate kinase,dadp_c,1.0,C00206,Nc1ncnc2n(cnc12)[C@H]1C[C@H](O)[C@@H](COP([O-])(=O)OP([O-])([O-])=O)O1,-350.8241,0.035,0.011
145,BSU01370,K00939,adenylate kinase ,2.7.4.3,2,DADK,Deoxyadenylate kinase,damp_c,-1.0,C00360,Nc1ncnc2n(cnc12)[C@H]1C[C@H](O)[C@@H](COP([O-])([O-])=O)O1,-141.26382,0.035,0.011
152,BSU01770,K03431,phosphoglucosamine mutase ,5.4.2.10,5,PGAMT,Phosphoglucosamine mutase,gam1p_c,-1.0,C06156,[NH3+][C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@@H]1OP([O-])([O-])=O,-262.3175,,
153,BSU01770,K03431,phosphoglucosamine mutase ,5.4.2.10,5,PGAMT,Phosphoglucosamine mutase,gam6p_c,1.0,C00352,[NH3+][C@H]1C(O)O[C@H](COP([O-])([O-])=O)[C@@H](O)[C@@H]1O,-262.3175,,
154,BSU01770,K03431,phosphoglucosamine mutase ,5.4.2.10,5,PGMT,Phosphoglucomutase,g1p_c,-1.0,C00103,OC[C@H]1OC(OP([O-])([O-])=O)[C@H](O)[C@@H](O)[C@@H]1O,-319.04593,,
155,BSU01770,K03431,phosphoglucosamine mutase ,5.4.2.10,5,PGMT,Phosphoglucomutase,g6p_c,1.0,C00092,OC1O[C@H](COP([O-])([O-])=O)[C@@H](O)[C@H](O)[C@H]1O,-319.04593,,
156,BSU01780,K00820,glutamine---fructose-6-phosphate transaminase (isomerizing) ,2.6.1.16,2,GF6PTA,Glutamine-fructose-6-phosphate transaminase,f6p_c,-1.0,C05345,OC[C@@]1(O)O[C@H](COP([O-])([O-])=O)[C@@H](O)[C@@H]1O,-317.66592,,
157,BSU01780,K00820,glutamine---fructose-6-phosphate transaminase (isomerizing) ,2.6.1.16,2,GF6PTA,Glutamine-fructose-6-phosphate transaminase,gam6p_c,1.0,C00352,[NH3+][C@H]1C(O)O[C@H](COP([O-])([O-])=O)[C@@H](O)[C@@H]1O,-262.3175,,
158,BSU01780,K00820,glutamine---fructose-6-phosphate transaminase (isomerizing) ,2.6.1.16,2,GF6PTA,Glutamine-fructose-6-phosphate transaminase,gln__L_c,-1.0,C00064,NC(=O)CC[C@H]([NH3+])C([O-])=O,-23.488802,,
159,BSU01780,K00820,glutamine---fructose-6-phosphate transaminase (isomerizing) ,2.6.1.16,2,GF6PTA,Glutamine-fructose-6-phosphate transaminase,glu__L_c,1.0,C00025,[NH3+][C@@H](CCC([O-])=O)C([O-])=O,-82.27311,,
161,BSU02130,K01126,glycerophosphoryl diester phosphodiesterase ,3.1.4.46,3,GPDDA4,Glycerophosphodiester phosphodiesterase (Glycerophosphoglycerol),g3pg_c,-1.0,C03274,OCC(O)COP([O-])(=O)OCC(O)CO,-259.87637,,
162,BSU02130,K01126,glycerophosphoryl diester phosphodiesterase ,3.1.4.46,3,GPDDA4,Glycerophosphodiester phosphodiesterase (Glycerophosphoglycerol),glyc3p_c,1.0,C00093,OC[C@@H](O)COP([O-])([O-])=O,-258.0304,,
163,BSU02130,K01126,glycerophosphoryl diester phosphodiesterase ,3.1.4.46,3,GPDDA4,Glycerophosphodiester phosphodiesterase (Glycerophosphoglycerol),glyc_c,1.0,C00116,OCC(O)CO,-36.731037,,
164,BSU02130,K01126,glycerophosphoryl diester phosphodiesterase ,3.1.4.46,3,GPDDA4,Glycerophosphodiester phosphodiesterase (Glycerophosphoglycerol),h2o_c,-1.0,C00001,[H]O[H],-36.144756,,
165,BSU02130,K01126,glycerophosphoryl diester phosphodiesterase ,3.1.4.46,3,GPDDA4,Glycerophosphodiester phosphodiesterase (Glycerophosphoglycerol),h_c,1.0,C00080,[H+],0.42906138,,
166,BSU02130,K01126,glycerophosphoryl diester phosphodiesterase ,3.1.4.46,3,GPDDA1,Glycerophosphodiester phosphodiesterase (Glycerophosphocholine),chol_c,1.0,C00114,C[N+](C)(C)CCO,94.27362,,
167,BSU02130,K01126,glycerophosphoryl diester phosphodiesterase ,3.1.4.46,3,GPDDA1,Glycerophosphodiester phosphodiesterase (Glycerophosphocholine),g3pc_c,-1.0,C00670,C[N+](C)(C)CCOP([O-])(=O)OC[C@H](O)CO,-130.96762,,
168,BSU02130,K01126,glycerophosphoryl diester phosphodiesterase ,3.1.4.46,3,GPDDA1,Glycerophosphodiester phosphodiesterase (Glycerophosphocholine),glyc3p_c,1.0,C00093,OC[C@@H](O)COP([O-])([O-])=O,-258.0304,,
169,BSU02130,K01126,glycerophosphoryl diester phosphodiesterase ,3.1.4.46,3,GPDDA1,Glycerophosphodiester phosphodiesterase (Glycerophosphocholine),h2o_c,-1.0,C00001,[H]O[H],-36.144756,,
170,BSU02130,K01126,glycerophosphoryl diester phosphodiesterase ,3.1.4.46,3,GPDDA1,Glycerophosphodiester phosphodiesterase (Glycerophosphocholine),h_c,1.0,C00080,[H+],0.42906138,,
171,BSU02130,K01126,glycerophosphoryl diester phosphodiesterase ,3.1.4.46,3,GPDDA2,Glycerophosphodiester phosphodiesterase (Glycerophosphoethanolamine),etha_c,1.0,C00189,[NH3+]CCO,37.346912,,
172,BSU02130,K01126,glycerophosphoryl diester phosphodiesterase ,3.1.4.46,3,GPDDA2,Glycerophosphodiester phosphodiesterase (Glycerophosphoethanolamine),g3pe_c,-1.0,C01233,[H][C@](O)(CO)COP([O-])(=O)OCC[NH3+],-187.89435,,
173,BSU02130,K01126,glycerophosphoryl diester phosphodiesterase ,3.1.4.46,3,GPDDA2,Glycerophosphodiester phosphodiesterase (Glycerophosphoethanolamine),glyc3p_c,1.0,C00093,OC[C@@H](O)COP([O-])([O-])=O,-258.0304,,
174,BSU02130,K01126,glycerophosphoryl diester phosphodiesterase ,3.1.4.46,3,GPDDA2,Glycerophosphodiester phosphodiesterase (Glycerophosphoethanolamine),h2o_c,-1.0,C00001,[H]O[H],-36.144756,,
175,BSU02130,K01126,glycerophosphoryl diester phosphodiesterase ,3.1.4.46,3,GPDDA2,Glycerophosphodiester phosphodiesterase (Glycerophosphoethanolamine),h_c,1.0,C00080,[H+],0.42906138,,
176,BSU02140,K02445,"MFS transporter, OPA family, glycerol-3-phosphate transporter ",,,GLY3Pt2,Glycerol 3 phosphate transport in via proton symport,glyc3p_c,1.0,C00093,OC[C@@H](O)COP([O-])([O-])=O,-258.0304,,
177,BSU02140,K02445,"MFS transporter, OPA family, glycerol-3-phosphate transporter ",,,GLY3Pt2,Glycerol 3 phosphate transport in via proton symport,glyc3p_e,-1.0,C00093,OC[C@@H](O)COP([O-])([O-])=O,-258.0304,,
178,BSU02140,K02445,"MFS transporter, OPA family, glycerol-3-phosphate transporter ",,,GLY3Pt2,Glycerol 3 phosphate transport in via proton symport,h_c,1.0,C00080,[H+],0.42906138,,
179,BSU02140,K02445,"MFS transporter, OPA family, glycerol-3-phosphate transporter ",,,GLY3Pt2,Glycerol 3 phosphate transport in via proton symport,h_e,-1.0,C00080,[H+],0.42906138,,
180,BSU02230,K08289,phosphoribosylglycinamide formyltransferase 2 ,6.3.1.21,6,GART,GAR transformylase-T,adp_c,1.0,C00008,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O,-344.92508,,
181,BSU02230,K08289,phosphoribosylglycinamide formyltransferase 2 ,6.3.1.21,6,GART,GAR transformylase-T,atp_c,-1.0,C00002,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O,-553.6995,,
182,BSU02230,K08289,phosphoribosylglycinamide formyltransferase 2 ,6.3.1.21,6,GART,GAR transformylase-T,fgam_c,1.0,C04376,O[C@H]1[C@@H](O)C(NC(=O)CNC=O)O[C@@H]1COP([O-])([O-])=O,-285.1237,,
183,BSU02230,K08289,phosphoribosylglycinamide formyltransferase 2 ,6.3.1.21,6,GART,GAR transformylase-T,for_c,-1.0,C00058,[H]C([O-])=O,-73.93095,,
184,BSU02230,K08289,phosphoribosylglycinamide formyltransferase 2 ,6.3.1.21,6,GART,GAR transformylase-T,gar_c,-1.0,C03838,[NH3+]CC(=O)NC1O[C@H](COP([O-])([O-])=O)[C@@H](O)[C@H]1O,-245.9664,,
185,BSU02230,K08289,phosphoribosylglycinamide formyltransferase 2 ,6.3.1.21,6,GART,GAR transformylase-T,h_c,1.0,C00080,[H+],0.42906138,,
186,BSU02230,K08289,phosphoribosylglycinamide formyltransferase 2 ,6.3.1.21,6,GART,GAR transformylase-T,pi_c,1.0,C00009,OP([O-])([O-])=O,-223.18665,,
187,BSU02270,K17103,CDP-diacylglycerol---serine O-phosphatidyltransferase ,2.7.8.8,2,CDPDSP_BS,CDPdiacylglycerol serine O phosphatidyltransferase,cdpdag_BS_c,-0.01,,,NA,,
188,BSU02270,K17103,CDP-diacylglycerol---serine O-phosphatidyltransferase ,2.7.8.8,2,CDPDSP_BS,CDPdiacylglycerol serine O phosphatidyltransferase,cmp_c,1.0,C00055,Nc1ccn([C@@H]2O[C@H](COP([O-])([O-])=O)[C@@H](O)[C@H]2O)c(=O)n1,-246.14482,,
189,BSU02270,K17103,CDP-diacylglycerol---serine O-phosphatidyltransferase ,2.7.8.8,2,CDPDSP_BS,CDPdiacylglycerol serine O phosphatidyltransferase,h_c,1.0,C00080,[H+],0.42906138,,
190,BSU02270,K17103,CDP-diacylglycerol---serine O-phosphatidyltransferase ,2.7.8.8,2,CDPDSP_BS,CDPdiacylglycerol serine O phosphatidyltransferase,ps_BS_c,0.01,,,NA,,
191,BSU02270,K17103,CDP-diacylglycerol---serine O-phosphatidyltransferase ,2.7.8.8,2,CDPDSP_BS,CDPdiacylglycerol serine O phosphatidyltransferase,ser__L_c,-1.0,C00716,[NH3+][C@@H](CO)C([O-])=O,NA,,
192,BSU02290,K01613,phosphatidylserine decarboxylase ,4.1.1.65,4,PSDC_BS,Phosphatidylserine decarboxylase,co2_c,1.0,C00011,O=C=O,-92.26,,
193,BSU02290,K01613,phosphatidylserine decarboxylase ,4.1.1.65,4,PSDC_BS,Phosphatidylserine decarboxylase,ps_BS_c,-0.01,,,NA,,
194,BSU02290,K01613,phosphatidylserine decarboxylase ,4.1.1.65,4,PSDC_BS,Phosphatidylserine decarboxylase,psetha_BS_c,0.01,,,NA,,
202,BSU02460,K01707,5-dehydro-4-deoxyglucarate dehydratase ,4.2.1.41,4,D4DGCD,5 dehydro 4 deoxyglucarate dehydratase,25dop_c,1.0,,O=CCCC(=O)C(=O)[O-],NA,,
203,BSU02460,K01707,5-dehydro-4-deoxyglucarate dehydratase ,4.2.1.41,4,D4DGCD,5 dehydro 4 deoxyglucarate dehydratase,5d4dglcr_c,-1.0,C00679,O[C@@H](CC(=O)C([O-])=O)[C@@H](O)C([O-])=O,-202.9815,,
204,BSU02460,K01707,5-dehydro-4-deoxyglucarate dehydratase ,4.2.1.41,4,D4DGCD,5 dehydro 4 deoxyglucarate dehydratase,co2_c,1.0,C00011,O=C=O,-92.26,,
205,BSU02460,K01707,5-dehydro-4-deoxyglucarate dehydratase ,4.2.1.41,4,D4DGCD,5 dehydro 4 deoxyglucarate dehydratase,h2o_c,1.0,C00001,[H]O[H],-36.144756,,
206,BSU02460,K01707,5-dehydro-4-deoxyglucarate dehydratase ,4.2.1.41,4,D4DGCD,5 dehydro 4 deoxyglucarate dehydratase,h_c,-1.0,C00080,[H+],0.42906138,,
207,BSU02480,K03535,"MFS transporter, ACS family, glucarate transporter ",,,GLCRt2r,"D-glucarate transport via proton symport, reversible",glcr_c,1.0,C00818,O[C@@H]([C@H](O)[C@@H](O)C([O-])=O)[C@H](O)C([O-])=O,-230.95929,,
208,BSU02480,K03535,"MFS transporter, ACS family, glucarate transporter ",,,GLCRt2r,"D-glucarate transport via proton symport, reversible",glcr_e,-1.0,C00818,O[C@@H]([C@H](O)[C@@H](O)C([O-])=O)[C@H](O)C([O-])=O,-230.95929,,
209,BSU02480,K03535,"MFS transporter, ACS family, glucarate transporter ",,,GLCRt2r,"D-glucarate transport via proton symport, reversible",h_c,1.0,C00080,[H+],0.42906138,,
210,BSU02480,K03535,"MFS transporter, ACS family, glucarate transporter ",,,GLCRt2r,"D-glucarate transport via proton symport, reversible",h_e,-1.0,C00080,[H+],0.42906138,,
211,BSU02480,K03535,"MFS transporter, ACS family, glucarate transporter ",,,GALCTRt2,Galactarate transport in via proton symport,galctr__D_c,1.0,C00879,O[C@@H]([C@@H](O)[C@H](O)C([O-])=O)[C@@H](O)C([O-])=O,-230.95929,,
212,BSU02480,K03535,"MFS transporter, ACS family, glucarate transporter ",,,GALCTRt2,Galactarate transport in via proton symport,galctr__D_e,-1.0,C00879,O[C@@H]([C@@H](O)[C@H](O)C([O-])=O)[C@@H](O)C([O-])=O,-230.95929,,
213,BSU02480,K03535,"MFS transporter, ACS family, glucarate transporter ",,,GALCTRt2,Galactarate transport in via proton symport,h_c,1.0,C00080,[H+],0.42906138,,
214,BSU02480,K03535,"MFS transporter, ACS family, glucarate transporter ",,,GALCTRt2,Galactarate transport in via proton symport,h_e,-1.0,C00080,[H+],0.42906138,,
215,BSU02490,K01706,glucarate dehydratase ,4.2.1.40,4,GLCRD_1,Glucarate dehydratase,5d4dglcr_c,1.0,C00679,O[C@@H](CC(=O)C([O-])=O)[C@@H](O)C([O-])=O,-202.9815,,
216,BSU02490,K01706,glucarate dehydratase ,4.2.1.40,4,GLCRD_1,Glucarate dehydratase,glcr_c,-1.0,C00818,O[C@@H]([C@H](O)[C@@H](O)C([O-])=O)[C@H](O)C([O-])=O,-230.95929,,
217,BSU02490,K01706,glucarate dehydratase ,4.2.1.40,4,GLCRD_1,Glucarate dehydratase,h2o_c,1.0,C00001,[H]O[H],-36.144756,,
218,BSU02510,K01708,galactarate dehydratase ,4.2.1.42,4,GALCTD_1,Galactarate dehydratase,5d4dglcr_c,1.0,C00679,O[C@@H](CC(=O)C([O-])=O)[C@@H](O)C([O-])=O,-202.9815,,
219,BSU02510,K01708,galactarate dehydratase ,4.2.1.42,4,GALCTD_1,Galactarate dehydratase,galctr__D_c,-1.0,C00879,O[C@@H]([C@@H](O)[C@H](O)C([O-])=O)[C@@H](O)C([O-])=O,-230.95929,,
220,BSU02510,K01708,galactarate dehydratase ,4.2.1.42,4,GALCTD_1,Galactarate dehydratase,h2o_c,1.0,C00001,[H]O[H],-36.144756,,
